,Predicted
0,0
1,7
2,1
3,7
4,4
5,7
6,7
7,1
8,2
9,0
10,7
11,7
12,5
13,0
14,3
15,7
16,6
17,0
18,3
19,6
20,6
21,2
22,0
23,7
24,5
25,2
26,7
27,0
28,6
29,4
30,7
31,0
32,0
33,5
34,7
35,7
36,7
37,2
38,4
39,1
40,7
41,7
42,3
43,0
44,2
45,3
46,7
47,0
48,0
49,2
50,4
51,7
52,3
53,1
54,7
55,3
56,7
57,7
58,0
59,5
60,6
61,7
62,2
63,0
64,7
65,7
66,0
67,6
68,7
69,7
70,5
71,4
72,3
73,7
74,7
75,2
76,2
77,2
78,0
79,7
80,6
81,7
82,0
83,3
84,7
85,2
86,7
87,7
88,5
89,4
90,2
91,7
92,2
93,1
94,6
95,5
96,6
97,2
98,6
99,3
100,7
101,6
102,7
103,6
104,3
105,0
106,7
107,0
108,0
109,5
110,5
111,6
112,7
113,6
114,0
115,5
116,3
117,0
118,7
119,3
120,7
121,7
122,4
123,6
124,7
125,7
126,3
127,7
128,7
129,7
130,7
131,7
132,2
133,2
134,3
135,5
136,7
137,3
138,1
139,1
140,5
141,7
142,0
143,7
144,1
145,0
146,0
147,7
148,2
149,2
150,0
151,6
152,2
153,2
154,0
155,5
156,7
157,5
158,4
159,7
160,2
161,7
162,5
163,7
164,3
165,0
166,0
167,7
168,7
169,0
170,7
171,6
172,7
173,5
174,3
175,3
176,6
177,0
178,0
179,7
180,7
181,5
182,1
183,7
184,7
185,1
186,2
187,0
188,7
189,7
190,7
191,7
192,7
193,3
194,1
195,4
196,4
197,0
198,0
199,7
200,7
201,7
202,7
203,5
204,0
205,1
206,3
207,7
208,4
209,3
210,2
211,1
212,4
213,7
214,3
215,5
216,3
217,0
218,0
219,7
220,1
221,2
222,4
223,3
224,6
225,7
226,2
227,7
228,0
229,7
230,5
231,4
232,2
233,0
234,7
235,7
236,5
237,2
238,7
239,7
240,0
241,1
242,0
243,3
244,7
245,5
246,0
247,7
248,0
249,0
250,7
251,1
252,3
253,0
254,7
255,7
256,7
257,7
258,7
259,5
260,7
261,7
262,7
263,7
264,6
265,5
266,7
267,4
268,3
269,7
270,6
271,2
272,2
273,7
274,6
275,2
276,6
277,7
278,7
279,6
280,2
281,4
282,1
283,3
284,0
285,0
286,0
287,7
288,6
289,7
290,6
291,4
292,7
293,2
294,7
295,7
296,0
297,7
298,7
299,6
300,3
301,0
302,0
303,5
304,2
305,7
306,7
307,7
308,0
309,5
310,3
311,1
312,5
313,5
314,2
315,0
316,0
317,3
318,6
319,7
320,2
321,5
322,7
323,6
324,7
325,7
326,2
327,7
328,7
329,1
330,7
331,0
332,5
333,7
334,7
335,0
336,3
337,3
338,0
339,4
340,0
341,7
342,7
343,4
344,7
345,7
346,3
347,7
348,7
349,0
350,5
351,7
352,7
353,7
354,7
355,7
356,6
357,6
358,0
359,7
360,4
361,7
362,4
363,0
364,4
365,7
366,7
367,7
368,0
369,7
370,2
371,3
372,4
373,7
374,0
375,5
376,1
377,3
378,7
379,4
380,3
381,7
382,7
383,7
384,7
385,5
386,7
387,2
388,7
389,7
390,7
391,2
392,7
393,7
394,7
395,0
396,7
397,7
398,5
399,3
400,7
401,3
402,1
403,1
404,7
405,4
406,7
407,2
408,6
409,2
410,7
411,5
412,0
413,7
414,7
415,0
416,2
417,5
418,7
419,7
420,7
421,6
422,0
423,2
424,0
425,0
426,7
427,2
428,5
429,7
430,7
431,7
432,7
433,7
434,7
435,4
436,7
437,0
438,0
439,0
440,4
441,7
442,7
443,7
444,7
445,7
446,2
447,7
448,3
449,7
450,6
451,2
452,2
453,7
454,7
455,1
456,4
457,3
458,2
459,3
460,6
461,1
462,6
463,7
464,6
465,6
466,5
467,4
468,7
469,3
470,7
471,3
472,7
473,7
474,7
475,4
476,7
477,4
478,3
479,5
480,7
481,3
482,4
483,7
484,1
485,5
486,3
487,7
488,2
489,7
490,6
491,1
492,0
493,7
494,7
495,6
496,0
497,2
498,6
499,7
500,7
501,7
502,5
503,7
504,7
505,7
506,7
507,7
508,7
509,3
510,0
511,1
512,5
513,2
514,0
515,2
516,0
517,1
518,7
519,3
520,3
521,3
522,6
523,4
524,3
525,3
526,0
527,5
528,1
529,7
530,2
531,0
532,1
533,5
534,5
535,7
536,2
537,7
538,0
539,4
540,6
541,4
542,7
543,0
544,7
545,0
546,7
547,6
548,3
549,7
550,7
551,1
552,4
553,1
554,7
555,7
556,4
557,2
558,3
559,4
560,7
561,0
562,3
563,0
564,5
565,6
566,3
567,1
568,3
569,3
570,2
571,7
572,7
573,7
574,7
575,2
576,7
577,7
578,5
579,7
580,4
581,3
582,7
583,6
584,7
585,2
586,7
587,7
588,6
589,7
590,7
591,6
592,4
593,7
594,1
595,7
596,7
597,4
598,7
599,6
600,5
601,7
602,0
603,3
604,7
605,5
606,1
607,7
608,0
609,4
610,3
611,7
612,7
613,7
614,7
615,7
616,7
617,7
618,0
619,4
620,7
621,0
622,7
623,2
624,2
625,5
626,7
627,7
628,5
629,1
630,2
631,6
632,1
633,7
634,0
635,2
636,7
637,7
638,7
639,4
640,0
641,5
642,3
643,7
644,3
645,5
646,1
647,2
648,0
649,6
650,0
651,5
652,7
653,7
654,3
655,0
656,7
657,7
658,7
659,6
660,6
661,7
662,1
663,6
664,7
665,7
666,6
667,5
668,7
669,7
670,2
671,1
672,7
673,4
674,0
675,7
676,5
677,6
678,7
679,6
680,7
681,6
