,Predicted
0,0
1,6
2,3
3,0
4,3
5,0
6,7
7,1
8,2
9,0
10,3
11,7
12,3
13,0
14,3
15,3
16,6
17,0
18,3
19,6
20,6
21,0
22,0
23,6
24,3
25,3
26,3
27,3
28,6
29,4
30,3
31,0
32,0
33,6
34,6
35,6
36,3
37,2
38,4
39,1
40,7
41,0
42,2
43,0
44,3
45,3
46,2
47,0
48,0
49,2
50,0
51,6
52,3
53,1
54,3
55,3
56,3
57,6
58,0
59,5
60,6
61,2
62,2
63,0
64,6
65,7
66,0
67,6
68,7
69,3
70,5
71,4
72,2
73,0
74,0
75,2
76,2
77,3
78,0
79,0
80,6
81,3
82,0
83,3
84,6
85,2
86,3
87,0
88,5
89,0
90,2
91,6
92,2
93,0
94,6
95,5
96,6
97,3
98,6
99,3
100,0
101,0
102,6
103,6
104,3
105,3
106,3
107,0
108,0
109,0
110,5
111,6
112,1
113,6
114,3
115,6
116,3
117,3
118,1
119,3
120,0
121,3
122,3
123,6
124,0
125,0
126,3
127,7
128,0
129,0
130,5
131,7
132,2
133,3
134,3
135,6
136,2
137,3
138,3
139,1
140,4
141,3
142,3
143,7
144,1
145,0
146,0
147,6
148,2
149,2
150,0
151,6
152,2
153,2
154,3
155,0
156,3
157,5
158,3
159,0
160,3
161,3
162,5
163,3
164,3
165,0
166,0
167,3
168,5
169,0
170,3
171,6
172,7
173,6
174,3
175,3
176,6
177,3
178,0
179,3
180,3
181,0
182,1
183,3
184,3
185,0
186,2
187,0
188,3
189,3
190,7
191,7
192,2
193,3
194,0
195,4
196,0
197,0
198,0
199,0
200,0
201,7
202,2
203,0
204,0
205,1
206,3
207,2
208,4
209,3
210,3
211,1
212,0
213,0
214,3
215,5
216,3
217,3
218,0
219,7
220,1
221,3
222,4
223,3
224,6
225,0
226,3
227,6
228,0
229,3
230,5
231,3
232,0
233,0
234,3
235,2
236,0
237,4
238,2
239,2
240,0
241,3
242,0
243,3
244,3
245,0
246,6
247,0
248,0
249,0
250,3
251,1
252,3
253,0
254,7
255,3
256,3
257,0
258,6
259,0
260,0
261,0
262,3
263,0
264,6
265,5
266,6
267,4
268,3
269,3
270,6
271,3
272,2
273,7
274,6
275,2
276,6
277,0
278,3
279,6
280,2
281,3
282,1
283,3
284,0
285,0
286,0
287,4
288,6
289,7
290,6
291,5
292,7
293,2
294,3
295,3
296,0
297,7
298,1
299,6
300,1
301,0
302,0
303,0
304,2
305,3
306,3
307,7
308,0
309,5
310,3
311,1
312,0
313,5
314,2
315,3
316,0
317,3
318,6
319,3
320,3
321,3
322,4
323,6
324,3
325,3
326,2
327,0
328,2
329,1
330,0
331,0
332,5
333,0
334,6
335,0
336,3
337,0
338,0
339,0
340,0
341,3
342,3
343,4
344,3
345,0
346,3
347,3
348,3
349,0
350,0
351,3
352,0
353,5
354,3
355,3
356,6
357,6
358,0
359,7
360,4
361,0
362,3
363,3
364,3
365,4
366,6
367,3
368,0
369,7
370,3
371,3
372,4
373,4
374,0
375,0
376,1
377,3
378,3
379,3
380,0
381,2
382,3
383,2
384,6
385,0
386,2
387,3
388,6
389,3
390,0
391,2
392,6
393,2
394,0
395,0
396,0
397,5
398,5
399,2
400,2
401,3
402,1
403,1
404,5
405,4
406,3
407,2
408,6
409,3
410,7
411,0
412,0
413,3
414,0
415,0
416,2
417,5
418,0
419,3
420,2
421,6
422,0
423,2
424,6
425,0
426,6
427,3
428,2
429,7
430,3
431,3
432,7
433,2
434,0
435,4
436,3
437,0
438,4
439,0
440,4
441,3
442,6
443,7
444,3
445,3
446,3
447,3
448,2
449,1
450,3
451,3
452,2
453,0
454,2
455,1
456,0
457,3
458,2
459,2
460,0
461,1
462,6
463,3
464,6
465,6
466,3
467,3
