,Predicted
0,4
1,6
2,1
3,6
4,4
5,7
6,7
7,1
8,2
9,0
10,0
11,7
12,3
13,0
14,3
15,3
16,6
17,0
18,0
19,6
20,6
21,2
22,0
23,0
24,3
25,3
26,3
27,1
28,6
29,6
30,0
31,0
32,3
33,3
34,7
35,3
36,3
37,2
38,0
39,1
40,7
41,0
42,2
43,0
44,3
45,3
46,7
47,3
48,0
49,3
50,1
51,6
52,5
53,1
54,3
55,3
56,0
57,5
58,3
59,1
60,6
61,4
62,2
63,0
64,6
65,7
66,0
67,6
68,7
69,0
70,3
71,1
72,2
73,0
74,3
75,2
76,2
77,0
78,0
79,2
80,3
81,5
82,0
83,3
84,3
85,3
86,0
87,0
88,0
89,6
90,2
91,6
92,2
93,4
94,6
95,5
96,6
97,3
98,6
99,4
100,0
101,0
102,6
103,6
104,3
105,3
106,1
107,0
108,0
109,3
110,2
111,6
112,1
113,6
114,0
115,5
116,4
117,3
118,7
119,3
120,3
121,2
122,2
123,2
124,4
125,7
126,4
127,7
128,0
129,0
130,0
131,7
132,2
133,3
134,3
135,6
136,3
137,3
138,3
139,1
140,5
141,5
142,0
143,7
144,1
145,0
146,3
147,6
148,2
149,2
150,0
151,0
152,3
153,2
154,0
155,3
156,3
157,2
158,3
159,4
160,5
161,3
162,6
163,3
164,3
165,0
166,0
167,3
168,5
169,0
170,3
171,6
172,7
173,5
174,1
175,3
176,6
177,2
178,3
179,3
180,3
181,6
182,1
183,4
184,3
185,1
186,2
187,0
188,0
189,3
190,1
191,7
192,0
193,5
194,1
195,0
196,4
197,0
198,4
199,3
200,0
201,7
202,2
203,0
204,0
205,1
206,3
207,3
208,4
209,3
210,3
211,1
212,4
213,5
214,3
215,0
216,5
217,0
218,3
219,7
220,1
221,4
222,3
223,3
224,6
225,2
226,2
227,6
228,0
229,6
230,1
231,4
232,3
233,0
234,7
235,2
236,0
237,4
238,4
239,3
240,5
241,1
242,0
243,3
244,3
245,5
246,5
247,4
248,0
249,0
250,6
251,1
252,3
253,0
254,7
255,2
256,5
257,0
