,Predicted
0,7
1,6
2,1
3,0
4,4
5,7
6,7
7,1
8,2
9,0
10,0
11,7
12,3
13,1
14,3
15,3
16,6
17,0
18,3
19,6
20,6
21,2
22,0
23,3
24,3
25,3
26,3
27,1
28,6
29,5
30,0
31,3
32,3
33,3
34,7
35,6
36,3
37,3
38,0
39,1
40,7
41,4
42,2
43,0
44,3
45,1
46,7
47,2
48,5
49,0
50,1
51,6
52,5
53,1
54,0
55,3
56,3
57,5
58,1
59,1
60,6
61,4
62,2
63,0
64,6
65,7
66,0
67,6
68,7
69,4
70,0
71,3
72,2
73,7
74,3
75,2
76,2
77,3
78,3
79,2
80,3
81,5
82,0
83,2
84,2
85,3
86,0
87,1
88,0
89,6
90,2
91,6
92,2
93,0
94,6
95,5
96,6
97,3
98,6
99,4
100,0
101,0
102,6
103,6
104,0
105,0
106,1
107,0
108,0
109,0
110,2
111,6
112,1
113,6
114,0
115,0
116,4
117,5
118,7
119,3
120,3
121,2
122,2
123,2
124,5
125,7
126,4
127,6
128,3
129,5
130,3
131,7
132,2
133,2
134,3
135,1
136,4
137,2
138,3
139,1
140,5
141,5
142,1
143,7
144,1
145,0
146,1
147,6
148,2
149,2
150,0
151,0
152,3
153,2
154,0
155,4
156,3
157,2
158,3
159,4
160,1
161,2
162,6
163,3
164,4
165,0
166,0
167,3
168,5
169,0
170,3
171,6
172,7
173,5
174,5
175,3
176,6
177,5
178,3
179,2
180,3
181,1
182,1
183,4
184,3
185,1
186,2
187,0
188,3
189,2
190,0
191,7
192,1
193,3
194,1
195,1
196,4
197,0
198,4
199,3
200,3
201,7
202,2
203,4
204,0
205,1
206,3
207,2
208,4
209,2
210,3
211,1
212,4
213,5
214,1
215,0
216,1
217,0
218,3
219,7
220,1
221,4
222,3
223,3
224,6
225,1
226,3
227,6
228,0
229,3
230,7
231,4
232,3
233,3
234,7
235,2
236,0
237,4
238,1
239,3
240,5
241,1
242,0
243,3
244,3
245,0
246,5
247,4
248,1
249,0
250,2
251,1
252,2
253,0
254,7
255,3
256,5
257,0
258,5
259,2
260,0
261,5
262,5
263,0
264,6
265,5
266,3
267,4
268,5
269,2
270,0
271,2
272,3
273,7
274,6
275,2
276,6
277,7
278,1
279,6
280,1
281,1
282,1
283,1
284,5
285,1
286,2
287,4
288,6
289,7
290,3
291,5
292,5
293,2
294,2
295,1
296,3
297,7
298,1
299,5
300,6
301,1
302,0
303,0
304,3
305,3
306,7
307,7
308,3
309,0
310,0
311,1
312,6
313,5
314,2
315,3
316,0
317,0
318,6
319,3
320,1
321,2
322,0
323,5
324,1
325,4
326,3
327,1
328,2
329,1
330,3
331,0
332,3
333,4
334,0
335,0
336,3
337,4
338,1
339,0
340,0
341,3
342,3
343,4
344,2
345,4
346,0
347,3
348,3
349,0
350,3
351,2
352,4
353,0
354,3
355,1
356,6
357,7
358,0
359,7
360,4
361,3
362,7
363,0
364,4
365,0
366,6
367,4
368,0
369,5
370,2
371,0
372,5
373,4
374,0
375,0
376,1
377,2
378,3
379,3
380,3
381,6
382,3
383,3
384,6
385,3
386,0
387,3
388,6
389,2
390,1
391,2
392,0
393,5
394,1
395,0
396,0
397,1
398,0
399,2
400,2
401,3
402,1
403,1
404,5
405,4
406,3
407,2
408,6
409,3
410,7
411,0
412,1
413,0
414,0
415,0
416,2
417,5
418,0
419,3
420,2
421,6
422,0
423,3
424,6
425,1
426,5
427,2
428,6
429,6
430,0
431,1
432,7
433,5
434,6
435,2
436,0
437,0
438,2
439,0
440,1
441,7
442,6
443,7
444,0
445,0
446,2
447,2
448,2
449,0
450,3
451,2
452,2
453,2
454,0
455,1
456,0
457,3
458,1
459,1
460,1
461,1
462,6
463,1
464,6
465,3
466,3
467,1
468,3
469,3
470,0
471,2
472,0
473,3
474,4
475,7
476,0
477,2
478,1
479,0
480,2
481,2
482,7
483,0
484,1
