,Predicted
0,7
1,0
2,1
3,6
4,4
5,7
6,7
7,6
8,2
9,0
10,7
11,7
12,5
13,0
14,0
15,3
16,6
17,0
18,7
19,6
20,6
21,0
22,0
23,7
24,3
25,2
26,0
27,3
28,6
29,5
30,3
31,0
32,3
33,2
34,7
35,3
36,7
37,2
38,5
39,1
40,7
41,4
42,4
43,0
44,0
45,3
46,7
47,2
48,0
49,0
50,0
51,5
52,5
53,1
54,1
55,3
56,5
57,7
58,0
59,5
60,6
61,5
62,2
63,2
64,4
65,7
66,7
67,6
68,7
69,7
70,4
71,4
72,3
73,7
74,5
75,2
76,2
77,5
78,0
79,2
80,3
81,5
82,0
83,3
84,6
85,3
86,7
87,5
88,5
89,5
90,2
91,7
92,2
93,4
94,6
95,5
96,5
97,3
98,6
99,4
100,0
101,0
102,6
103,6
104,3
105,0
106,7
107,0
108,0
109,0
110,2
111,6
112,7
113,6
114,0
115,5
116,4
117,0
118,7
119,3
120,3
121,3
122,2
123,2
124,7
125,7
126,4
127,7
128,0
129,5
130,5
131,7
132,2
133,2
134,3
135,5
136,7
137,2
138,1
139,1
140,5
141,5
142,0
143,7
144,1
145,0
146,0
147,4
148,2
149,2
150,0
151,3
152,0
153,2
154,0
155,5
156,3
157,3
158,4
159,4
160,5
161,3
162,6
163,4
164,3
165,7
166,0
167,7
168,7
169,0
170,3
171,6
172,7
173,5
174,3
175,3
176,6
177,7
178,0
179,3
180,3
181,5
182,1
183,4
184,1
185,0
186,2
187,0
188,7
189,3
190,4
191,7
192,0
193,0
194,1
195,0
196,4
197,0
198,4
199,3
200,7
201,7
202,2
203,5
204,0
205,1
206,3
207,7
208,4
209,3
210,3
211,1
212,7
213,4
214,3
215,4
216,7
217,0
218,0
219,7
220,1
221,4
222,3
223,3
224,6
225,7
226,2
227,6
228,0
229,5
230,7
231,4
232,2
233,0
234,7
235,2
236,5
237,4
238,4
239,3
240,5
241,1
242,0
243,3
244,3
245,5
246,5
247,4
248,0
249,0
250,7
251,1
252,3
253,0
254,7
255,5
256,5
257,4
258,5
259,2
260,5
261,7
262,6
263,0
264,6
265,5
266,7
267,4
268,5
269,7
270,6
271,2
272,3
273,7
274,7
275,2
276,6
277,7
278,1
279,6
280,2
281,1
282,1
283,1
284,5
285,0
286,3
287,4
288,6
289,7
290,6
291,7
292,7
293,2
294,7
295,4
296,0
297,7
298,1
299,6
300,3
301,2
302,0
303,5
304,5
305,7
306,7
307,7
308,0
309,0
310,3
311,1
312,4
313,5
314,2
315,3
316,0
317,3
318,6
319,3
320,7
321,2
322,5
323,5
324,2
325,4
326,2
327,4
328,2
329,1
330,7
331,0
332,5
333,7
334,4
335,0
336,0
337,4
338,0
339,4
340,0
341,6
342,2
343,4
344,3
345,4
346,3
347,5
348,3
349,1
350,5
351,7
352,4
353,0
354,0
355,7
356,6
357,7
358,0
359,7
360,4
361,0
362,7
363,0
364,7
365,7
366,6
367,7
368,0
369,7
370,2
371,3
372,5
373,4
374,7
375,5
376,1
377,3
378,2
379,3
380,3
381,6
382,6
383,7
384,4
385,0
386,7
387,3
388,6
389,7
390,7
391,2
392,0
393,5
394,3
395,0
396,0
397,7
398,0
399,3
400,7
401,2
402,1
403,1
404,5
405,6
406,5
407,2
408,6
409,3
410,7
411,5
412,0
413,3
414,0
415,0
416,2
417,5
418,0
419,3
420,2
421,6
422,0
423,3
424,7
425,5
426,5
427,2
428,7
429,6
430,7
431,6
432,7
433,7
434,6
435,2
436,0
437,0
438,2
439,2
440,3
441,7
442,7
443,7
444,1
445,0
446,2
447,3
448,0
449,7
450,7
451,2
452,2
453,7
454,7
455,1
456,0
457,3
458,2
459,2
460,6
461,1
462,6
463,0
464,6
465,7
466,0
467,7
468,4
469,3
470,5
471,2
472,0
473,2
474,5
475,7
476,0
477,7
478,3
479,0
480,3
481,3
482,4
483,7
484,4
485,5
486,2
487,7
488,0
489,7
490,6
491,1
492,0
493,7
494,0
495,6
496,7
497,0
498,5
499,3
500,1
501,0
502,3
503,5
504,5
505,7
506,7
507,6
508,5
509,3
510,0
511,1
512,5
513,3
514,0
515,0
516,5
517,1
518,4
519,3
520,0
521,3
522,7
523,0
524,3
525,3
526,0
527,2
528,3
529,7
530,7
531,0
532,1
533,5
534,2
535,4
536,2
537,0
538,0
539,7
540,4
541,4
542,5
543,0
544,7
545,0
546,7
547,6
548,3
549,7
550,5
551,1
552,4
553,1
554,5
555,0
556,4
557,2
558,4
559,0
560,6
561,0
562,3
563,0
564,0
565,6
566,3
567,1
568,3
569,5
570,2
571,4
572,7
573,0
574,7
575,2
576,4
577,4
578,3
579,7
580,4
581,3
582,7
583,6
584,7
585,4
586,2
587,3
588,6
589,0
590,7
591,6
592,2
593,0
594,1
595,7
596,4
597,5
598,4
599,6
600,5
601,7
602,3
603,0
604,7
605,5
606,1
607,7
608,0
609,0
610,3
611,7
612,0
613,6
614,1
615,7
616,7
617,6
618,0
619,0
620,7
621,6
622,7
623,5
624,2
625,0
626,0
627,7
628,2
629,1
630,0
631,6
632,1
633,7
634,0
635,2
636,3
637,7
638,2
639,4
640,0
641,4
642,3
643,1
644,3
645,7
646,3
647,2
648,0
649,0
650,0
651,5
652,7
653,7
654,3
655,0
656,3
657,0
658,5
659,7
660,6
661,7
662,0
663,4
664,4
665,7
666,7
667,5
668,0
669,7
670,2
671,1
672,7
673,4
674,0
675,7
676,7
677,6
678,4
679,6
680,7
681,5
682,2
683,1
684,1
685,2
686,0
687,6
688,2
689,7
690,2
691,0
692,2
693,6
694,2
695,3
696,3
697,0
698,0
699,3
700,3
701,5
702,5
703,4
704,6
705,5
706,6
707,0
708,2
709,0
710,7
711,3
712,5
713,7
714,7
715,3
716,0
717,7
718,5
719,1
720,3
721,3
722,6
723,3
724,5
725,3
726,1
727,3
728,4
729,4
730,1
731,5
732,0
733,1
734,3
735,0
736,7
737,3
738,5
739,6
740,3
741,5
742,3
743,0
744,0
745,0
746,3
747,0
748,6
749,7
750,0
751,5
752,6
753,2
754,4
755,0
756,5
757,4
758,5
759,5
760,3
761,5
762,5
763,4
764,0
765,5
766,7
767,3
768,3
769,1
770,7
771,7
772,4
773,7
774,0
775,4
776,3
777,6
778,2
779,2
780,7
781,2
782,0
783,6
784,5
785,3
786,4
787,3
788,5
789,7
790,3
791,3
792,7
793,6
794,4
795,0
796,0
797,0
798,6
799,0
800,0
801,3
802,1
803,7
804,4
805,0
806,1
807,2
808,2
809,4
810,5
811,6
812,2
813,6
814,1
815,2
816,4
817,2
818,3
819,7
820,3
821,3
822,7
823,0
824,5
825,6
826,4
827,4
828,7
829,4
830,1
831,7
832,6
833,1
834,2
835,2
836,2
837,3
838,4
839,7
840,4
841,3
842,0
843,0
844,0
845,4
846,3
847,3
848,7
849,0
850,6
851,0
852,4
853,3
854,0
855,0
856,7
857,4
858,7
859,2
860,0
861,5
862,2
863,1
864,3
865,2
866,5
867,5
868,5
869,1
870,7
871,0
872,6
873,6
874,0
875,1
876,7
877,2
878,0
879,3
880,1
881,7
882,1
883,5
884,7
885,3
886,1
887,0
888,7
889,1
890,5
891,0
892,5
893,0
894,2
895,3
896,1
897,2
898,0
899,2
900,2
901,6
902,5
903,3
904,3
905,7
906,4
907,0
908,4
909,3
910,7
911,0
912,6
913,3
914,3
915,6
916,7
917,6
918,7
919,6
920,7
921,4
922,2
923,4
924,7
925,7
926,6
927,4
928,3
929,7
930,2
931,4
932,2
933,0
934,0
935,3
936,7
937,7
938,0
939,6
940,3
941,7
942,0
943,7
944,7
945,4
946,7
947,7
948,3
949,3
950,3
951,2
952,4
953,0
954,6
955,7
956,3
957,3
958,3
959,1
960,5
961,1
962,7
963,2
964,6
965,4
966,5
967,3
968,4
969,0
970,0
971,0
972,7
973,7
974,3
975,3
976,3
977,4
978,3
979,2
980,0
981,4
982,1
983,0
984,6
985,4
986,7
987,0
988,0
989,7
990,5
991,0
992,3
993,4
994,3
995,2
996,7
997,3
998,4
999,3
1000,6
1001,0
1002,7
1003,7
1004,0
1005,3
1006,5
1007,3
1008,3
1009,1
1010,0
1011,7
1012,2
1013,0
1014,7
1015,0
1016,3
1017,0
1018,6
1019,7
1020,7
1021,7
1022,7
1023,6
1024,0
1025,4
1026,7
1027,4
1028,1
1029,1
1030,5
1031,3
1032,0
1033,0
1034,1
1035,4
1036,0
1037,1
1038,2
1039,0
1040,4
1041,1
1042,2
1043,4
1044,4
1045,0
1046,3
1047,7
1048,0
1049,2
1050,0
1051,1
1052,3
1053,6
1054,0
1055,5
1056,2
1057,6
1058,5
1059,1
1060,2
1061,5
1062,1
1063,1
1064,4
1065,6
1066,4
1067,6
1068,3
1069,1
1070,4
1071,2
1072,7
1073,3
1074,7
1075,6
1076,4
1077,5
1078,0
1079,2
1080,2
1081,3
1082,2
1083,7
1084,6
1085,0
1086,6
1087,7
1088,3
1089,2
1090,7
1091,0
1092,2
1093,3
1094,7
1095,4
1096,1
1097,1
1098,6
1099,2
1100,3
1101,3
1102,3
1103,3
1104,4
1105,2
1106,0
1107,7
1108,0
1109,0
1110,2
1111,4
1112,0
1113,2
1114,1
1115,3
1116,1
1117,6
1118,7
1119,4
1120,2
1121,3
1122,5
1123,0
1124,4
1125,0
1126,3
1127,4
1128,4
1129,0
1130,3
1131,0
1132,6
1133,0
1134,2
1135,6
1136,4
1137,2
1138,4
1139,2
1140,4
1141,2
1142,0
1143,7
1144,0
1145,2
1146,7
1147,3
1148,2
1149,0
1150,3
1151,5
1152,4
1153,4
1154,4
1155,7
1156,0
1157,7
1158,6
1159,7
1160,6
1161,7
1162,0
1163,0
1164,6
1165,6
1166,1
1167,4
1168,5
1169,2
1170,2
1171,3
1172,7
1173,2
1174,0
1175,6
1176,0
1177,5
1178,6
1179,3
1180,6
1181,5
1182,5
1183,2
1184,4
1185,0
1186,3
1187,4
1188,3
1189,6
1190,2
1191,3
1192,5
1193,3
1194,0
1195,3
1196,3
1197,4
1198,2
1199,2
1200,1
1201,6
1202,0
1203,4
1204,4
1205,7
1206,0
1207,1
1208,0
1209,0
1210,3
1211,2
1212,0
1213,4
1214,0
1215,4
1216,0
1217,4
1218,2
1219,0
1220,2
1221,6
1222,0
1223,6
1224,0
1225,6
1226,1
1227,7
1228,4
1229,1
1230,0
1231,1
1232,3
1233,1
1234,4
1235,7
1236,7
1237,0
1238,2
1239,7
1240,7
1241,0
1242,5
1243,3
1244,4
1245,4
1246,3
1247,0
1248,7
1249,0
1250,0
1251,2
1252,3
1253,0
1254,0
1255,0
1256,4
1257,5
1258,7
1259,2
1260,3
1261,5
1262,2
1263,6
1264,6
1265,7
1266,3
1267,3
1268,5
1269,1
1270,0
1271,5
1272,3
1273,7
1274,3
1275,0
1276,1
1277,7
1278,5
1279,7
1280,6
1281,0
1282,0
1283,7
1284,6
1285,6
1286,4
1287,0
1288,0
1289,0
1290,1
1291,4
1292,7
1293,0
1294,0
1295,2
1296,0
1297,3
1298,0
1299,2
1300,3
1301,4
1302,0
1303,0
1304,6
1305,7
1306,1
1307,4
1308,7
1309,7
1310,5
1311,0
1312,0
1313,6
1314,0
1315,0
1316,4
1317,5
1318,0
1319,0
1320,2
1321,1
1322,0
1323,3
1324,0
1325,0
1326,1
1327,6
1328,7
1329,4
1330,4
1331,0
1332,3
1333,4
1334,1
1335,6
1336,2
1337,6
1338,6
1339,7
1340,0
1341,4
1342,7
1343,4
1344,0
1345,7
1346,7
1347,0
1348,4
1349,3
1350,0
1351,7
1352,4
1353,5
1354,5
1355,4
1356,3
1357,3
1358,7
1359,0
1360,2
1361,5
1362,4
1363,2
1364,4
1365,2
1366,5
1367,0
1368,1
1369,7
1370,0
1371,7
1372,4
1373,7
1374,4
1375,5
1376,5
1377,0
1378,0
1379,2
1380,3
1381,7
1382,4
1383,1
1384,6
1385,4
1386,2
1387,7
1388,0
1389,3
1390,0
1391,6
1392,0
1393,5
1394,3
1395,2
1396,4
1397,1
1398,7
1399,7
1400,0
1401,0
1402,3
1403,1
1404,2
1405,7
1406,0
1407,2
1408,3
1409,3
1410,0
1411,4
1412,7
1413,5
1414,7
1415,5
1416,0
1417,0
1418,2
1419,7
1420,1
1421,4
1422,1
1423,7
1424,3
1425,7
1426,0
1427,3
1428,0
1429,6
1430,5
1431,7
1432,0
1433,6
1434,3
1435,7
1436,5
1437,3
1438,3
1439,7
1440,5
1441,7
1442,2
1443,1
1444,6
1445,7
1446,6
1447,4
1448,3
1449,0
1450,0
1451,7
1452,4
1453,2
1454,3
1455,4
1456,7
1457,1
1458,3
1459,5
1460,0
1461,3
1462,0
1463,0
1464,0
1465,7
1466,6
1467,7
1468,4
1469,4
1470,3
1471,0
1472,0
1473,6
1474,0
1475,3
1476,5
1477,1
1478,0
1479,1
1480,0
1481,2
1482,2
1483,3
1484,0
1485,5
1486,5
1487,1
1488,3
1489,5
1490,7
1491,7
1492,2
1493,4
1494,4
1495,1
1496,2
1497,6
1498,3
1499,5
1500,2
1501,4
1502,0
1503,0
1504,2
1505,2
1506,7
1507,4
1508,4
1509,0
1510,0
1511,3
1512,2
1513,7
1514,3
1515,0
1516,6
1517,0
1518,4
1519,4
1520,0
1521,3
1522,2
1523,2
1524,1
1525,6
1526,0
1527,0
1528,5
1529,6
1530,1
1531,6
1532,7
1533,3
1534,6
1535,3
1536,2
1537,3
1538,7
1539,4
1540,0
1541,0
1542,4
1543,0
1544,0
1545,4
1546,4
1547,6
1548,7
1549,5
1550,1
1551,6
1552,0
1553,5
1554,4
1555,1
1556,7
1557,3
1558,2
1559,5
1560,7
1561,7
1562,5
1563,6
1564,7
1565,3
1566,2
1567,5
1568,5
1569,6
1570,0
1571,0
1572,2
1573,6
1574,0
1575,6
1576,2
1577,7
1578,3
1579,0
1580,5
1581,1
1582,2
1583,0
1584,0
1585,4
1586,7
1587,7
1588,7
1589,6
1590,7
1591,0
1592,0
1593,3
1594,4
1595,5
1596,6
1597,7
1598,2
1599,5
1600,5
1601,5
1602,7
1603,0
1604,0
1605,3
1606,0
1607,0
1608,5
1609,2
1610,6
1611,1
1612,6
1613,7
1614,2
1615,0
1616,6
1617,0
1618,4
1619,4
1620,0
1621,2
1622,0
1623,0
1624,4
1625,5
1626,4
1627,2
1628,7
1629,7
1630,7
1631,7
1632,0
1633,4
1634,0
1635,2
1636,2
1637,6
1638,0
1639,0
1640,0
1641,2
1642,2
1643,7
1644,2
1645,0
1646,0
1647,4
1648,3
1649,2
1650,0
1651,0
1652,2
1653,5
1654,1
1655,3
1656,7
1657,7
1658,2
1659,6
1660,0
1661,0
1662,5
1663,4
1664,2
1665,7
1666,7
1667,0
1668,3
1669,6
1670,4
1671,6
1672,6
1673,0
1674,2
1675,0
1676,6
1677,1
1678,6
1679,7
1680,6
1681,4
1682,6
1683,4
1684,0
1685,0
1686,3
1687,0
1688,4
1689,0
1690,3
1691,5
1692,5
1693,2
1694,7
1695,0
1696,5
1697,0
1698,0
1699,0
1700,6
1701,6
1702,0
1703,3
1704,5
1705,0
1706,6
1707,7
1708,3
1709,0
1710,4
1711,7
1712,7
1713,4
1714,1
1715,0
1716,1
1717,5
1718,6
1719,3
1720,0
1721,0
1722,2
1723,6
1724,7
1725,3
1726,3
1727,6
1728,2
1729,4
1730,0
1731,3
1732,3
1733,4
1734,0
1735,7
1736,2
1737,2
1738,3
1739,1
1740,6
1741,7
1742,0
1743,0
1744,5
1745,3
1746,0
1747,6
1748,1
1749,0
1750,4
1751,5
1752,0
1753,3
1754,3
1755,3
1756,2
1757,3
1758,4
1759,7
1760,2
1761,5
1762,6
1763,0
1764,5
1765,5
1766,7
1767,5
1768,0
1769,0
1770,1
1771,5
1772,0
1773,5
1774,7
1775,0
1776,7
1777,3
1778,3
1779,0
1780,2
1781,0
1782,5
1783,3
1784,4
1785,0
1786,7
1787,4
1788,0
1789,6
1790,6
1791,4
1792,7
1793,1
1794,2
1795,7
1796,2
1797,1
1798,4
1799,7
1800,3
1801,4
1802,3
1803,7
1804,0
1805,7
1806,0
1807,7
1808,0
1809,7
1810,3
1811,3
1812,5
1813,3
1814,1
1815,4
1816,2
1817,3
1818,5
1819,6
1820,3
1821,6
1822,5
1823,0
1824,0
1825,3
1826,2
1827,5
1828,4
1829,6
1830,0
1831,7
1832,5
1833,7
1834,7
1835,3
1836,7
1837,5
1838,1
1839,6
1840,3
1841,5
1842,0
1843,5
1844,7
1845,0
1846,6
1847,3
1848,7
1849,2
1850,5
1851,7
1852,5
1853,0
1854,6
1855,0
1856,5
1857,0
1858,5
1859,5
1860,3
1861,7
1862,0
1863,7
1864,7
1865,1
1866,3
1867,0
1868,7
1869,3
1870,5
1871,0
1872,0
1873,5
1874,4
1875,4
1876,7
1877,7
1878,1
1879,7
1880,7
1881,4
1882,5
1883,7
1884,2
1885,1
1886,0
1887,2
1888,1
1889,2
1890,7
1891,1
1892,7
1893,7
1894,7
1895,0
1896,7
1897,4
1898,1
1899,0
1900,7
1901,6
1902,1
1903,7
1904,7
1905,0
1906,7
1907,4
1908,5
1909,5
1910,6
1911,0
1912,7
1913,1
1914,0
1915,2
1916,6
1917,7
1918,6
1919,7
1920,4
1921,0
1922,3
1923,0
1924,0
1925,7
1926,5
1927,6
1928,1
1929,2
1930,2
1931,3
1932,7
1933,7
1934,4
1935,0
1936,2
1937,3
1938,0
1939,1
1940,5
1941,1
1942,6
1943,6
1944,0
1945,2
1946,3
1947,0
1948,3
1949,3
1950,4
1951,3
1952,2
1953,0
1954,1
1955,0
1956,7
1957,6
1958,2
1959,0
1960,1
1961,6
1962,6
1963,7
1964,3
1965,2
1966,4
1967,3
1968,4
1969,7
1970,6
1971,4
1972,1
1973,7
1974,4
1975,3
1976,0
1977,6
1978,5
1979,7
1980,2
1981,4
1982,6
1983,4
1984,2
1985,0
1986,4
1987,3
1988,7
1989,7
1990,7
1991,4
1992,2
1993,0
1994,4
1995,0
1996,0
1997,5
1998,6
