,Predicted
0,4
1,0
2,1
3,0
4,4
5,7
6,7
7,1
8,2
9,0
10,3
11,7
12,2
13,0
14,3
15,3
16,6
17,0
18,0
19,6
20,6
21,0
22,0
23,6
24,3
25,2
26,3
27,1
28,6
29,4
30,0
31,0
32,3
33,3
34,7
35,0
36,1
37,2
38,0
39,2
40,7
41,0
42,3
43,0
44,3
45,3
46,7
47,2
48,0
49,3
50,0
51,6
52,5
53,1
54,3
55,3
56,3
57,0
58,0
59,0
60,6
61,4
62,2
63,0
64,6
65,7
66,0
67,6
68,7
69,3
70,3
71,3
72,3
73,0
74,0
75,2
76,2
77,0
78,0
79,2
80,3
81,5
82,0
83,3
84,3
85,3
86,0
87,0
88,5
89,0
90,2
91,6
92,2
93,4
94,6
95,4
96,6
97,2
98,6
99,4
100,0
101,0
102,6
103,6
104,0
105,0
106,0
107,0
108,0
109,0
110,2
111,6
112,1
113,6
114,0
115,0
116,0
117,0
118,7
119,3
120,3
121,3
122,2
123,2
124,7
125,0
126,4
127,4
128,0
129,0
130,0
131,7
132,2
133,3
134,3
135,4
136,2
137,3
138,3
139,1
140,5
141,5
142,0
143,7
144,1
145,0
146,0
147,6
148,2
149,2
150,0
151,0
152,3
153,2
154,0
155,0
156,3
157,3
158,6
159,0
160,4
161,3
162,0
163,0
164,3
165,0
166,0
167,3
168,5
169,0
170,3
171,6
172,7
173,5
174,3
175,0
176,6
177,2
178,3
179,3
180,2
181,6
182,1
183,4
184,3
185,0
186,2
187,0
188,0
189,3
190,0
191,7
192,0
193,0
194,0
195,0
196,4
197,0
198,4
199,3
200,0
201,7
202,3
203,0
204,0
205,1
206,3
207,2
208,4
209,3
210,3
211,1
212,4
213,5
214,0
215,3
216,5
217,0
218,0
219,7
220,1
221,4
222,3
223,3
224,6
225,0
226,2
227,6
228,0
229,6
230,6
231,4
232,0
233,0
234,3
235,6
236,0
237,4
238,4
239,3
240,5
241,3
242,0
243,3
244,3
245,0
246,5
247,4
248,0
249,0
250,7
251,1
252,3
253,0
254,7
255,3
256,5
257,0
258,5
259,2
260,3
261,0
262,6
263,0
264,6
265,5
266,6
267,4
268,5
269,0
