,Predicted
0,bipolar
1,PTSD
2,PTSD
3,schizophrenia
4,depression
5,PTSD
6,control
7,PTSD
8,suicidal
9,PTSD
10,control
11,control
12,suicidal
13,bipolar
14,PTSD
15,depression
16,eating disorder
17,PTSD
18,PTSD
19,eating disorder
20,eating disorder
21,suicidal
22,control
23,control
24,PTSD
25,depression
26,PTSD
27,PTSD
28,eating disorder
29,bipolar
30,bipolar
31,depression
32,PTSD
33,schizophrenia
34,control
35,eating disorder
36,control
37,suicidal
38,bipolar
39,anxiety
40,control
41,control
42,bipolar
43,PTSD
44,depression
45,anxiety
46,control
47,PTSD
48,PTSD
49,suicidal
50,schizophrenia
51,eating disorder
52,bipolar
53,anxiety
54,bipolar
55,depression
56,bipolar
57,bipolar
58,depression
59,schizophrenia
60,eating disorder
61,depression
62,suicidal
63,suicidal
64,eating disorder
65,control
66,anxiety
67,eating disorder
68,control
69,control
70,schizophrenia
71,bipolar
72,suicidal
73,bipolar
74,PTSD
75,PTSD
76,suicidal
77,depression
78,PTSD
79,control
80,eating disorder
81,PTSD
82,PTSD
83,PTSD
84,control
85,bipolar
86,PTSD
87,bipolar
88,schizophrenia
89,bipolar
90,bipolar
91,control
92,suicidal
93,PTSD
94,eating disorder
95,schizophrenia
96,eating disorder
97,depression
98,eating disorder
99,depression
100,bipolar
101,PTSD
102,eating disorder
103,eating disorder
104,depression
105,bipolar
106,control
107,PTSD
108,PTSD
109,PTSD
110,schizophrenia
111,eating disorder
112,anxiety
113,eating disorder
114,PTSD
115,schizophrenia
116,bipolar
117,bipolar
118,control
119,depression
120,control
121,control
122,bipolar
123,eating disorder
124,schizophrenia
125,control
126,depression
127,control
128,PTSD
129,PTSD
130,control
131,control
132,suicidal
133,suicidal
134,depression
135,schizophrenia
136,control
137,PTSD
138,anxiety
139,anxiety
140,schizophrenia
141,PTSD
142,PTSD
143,control
144,anxiety
145,PTSD
146,bipolar
147,eating disorder
148,suicidal
149,suicidal
150,PTSD
151,eating disorder
152,depression
153,suicidal
154,depression
155,schizophrenia
156,depression
157,schizophrenia
158,eating disorder
159,PTSD
160,bipolar
161,bipolar
162,schizophrenia
163,PTSD
164,suicidal
165,PTSD
166,PTSD
167,control
168,control
169,PTSD
170,PTSD
171,eating disorder
172,control
173,schizophrenia
174,depression
175,suicidal
176,eating disorder
177,PTSD
178,bipolar
179,bipolar
180,depression
181,schizophrenia
182,anxiety
183,bipolar
184,schizophrenia
185,PTSD
186,suicidal
187,PTSD
188,schizophrenia
189,depression
190,control
191,control
192,control
193,PTSD
194,anxiety
195,bipolar
196,bipolar
197,PTSD
198,PTSD
199,control
200,control
201,control
202,suicidal
203,schizophrenia
204,PTSD
205,control
206,depression
207,bipolar
208,bipolar
209,bipolar
210,PTSD
211,anxiety
212,bipolar
213,PTSD
214,depression
215,schizophrenia
216,PTSD
217,anxiety
218,depression
219,control
220,anxiety
221,bipolar
222,bipolar
223,depression
224,bipolar
225,control
226,PTSD
227,eating disorder
228,PTSD
229,control
230,schizophrenia
231,bipolar
232,bipolar
233,PTSD
234,control
235,control
236,bipolar
237,bipolar
238,control
239,suicidal
240,PTSD
241,bipolar
242,bipolar
243,depression
244,suicidal
245,PTSD
246,eating disorder
247,bipolar
