,Predicted
0,control
1,bipolar
2,control
3,control
4,control
5,control
6,control
7,control
8,control
9,PTSD
10,control
11,control
12,control
13,control
14,control
15,control
16,eating disorder
17,control
18,control
19,eating disorder
20,control
21,control
22,control
23,control
24,control
25,control
26,control
27,control
28,eating disorder
29,bipolar
30,bipolar
31,control
32,control
33,control
34,control
35,control
36,control
37,control
38,bipolar
39,control
40,control
41,control
42,control
43,PTSD
44,control
45,control
46,control
47,bipolar
48,control
49,control
50,bipolar
51,control
52,control
53,control
54,control
55,control
56,control
57,control
58,control
59,schizophrenia
60,control
61,control
62,control
63,control
64,bipolar
65,control
66,control
67,eating disorder
68,control
69,control
70,schizophrenia
71,control
72,control
73,control
74,control
75,control
76,control
77,control
78,control
79,control
80,control
81,control
82,PTSD
83,control
84,control
85,control
86,control
87,bipolar
88,control
89,bipolar
90,bipolar
91,control
92,control
93,control
94,eating disorder
95,schizophrenia
96,eating disorder
97,control
98,eating disorder
99,bipolar
100,control
101,control
102,control
103,control
104,control
105,bipolar
106,control
107,control
108,PTSD
109,control
110,schizophrenia
111,control
112,bipolar
113,eating disorder
114,control
115,control
116,control
117,bipolar
118,control
119,control
120,control
121,control
122,bipolar
123,control
124,control
125,control
126,control
127,control
128,control
129,control
130,control
131,control
132,suicidal
133,suicidal
134,control
135,bipolar
136,control
137,control
138,control
139,control
140,schizophrenia
141,control
142,control
143,control
144,anxiety
145,control
146,control
147,control
148,control
149,control
150,control
151,eating disorder
152,control
153,control
154,control
155,control
156,control
157,control
158,control
159,control
160,bipolar
161,control
162,schizophrenia
163,control
164,control
165,control
166,control
167,control
168,control
169,control
170,control
171,eating disorder
172,control
173,bipolar
174,bipolar
175,control
176,control
177,control
178,control
179,control
180,control
181,control
182,bipolar
183,bipolar
184,control
185,control
186,control
187,PTSD
188,control
189,control
190,control
191,control
192,control
193,bipolar
194,control
195,bipolar
196,bipolar
197,control
198,control
199,control
200,control
201,control
202,control
203,control
204,control
205,control
206,control
207,bipolar
208,bipolar
209,control
210,control
211,anxiety
212,control
213,control
214,control
215,schizophrenia
216,control
217,control
218,control
219,control
220,anxiety
221,control
222,bipolar
223,control
224,control
225,control
226,control
227,eating disorder
228,control
229,control
230,schizophrenia
231,bipolar
232,control
233,control
234,control
235,control
236,control
237,control
238,control
239,control
240,control
241,control
242,bipolar
243,control
244,bipolar
245,control
246,control
247,control
248,control
249,PTSD
250,control
251,control
252,control
253,control
254,control
255,control
256,control
257,bipolar
258,control
259,control
260,control
261,control
262,control
263,control
264,control
265,schizophrenia
266,control
267,bipolar
268,control
269,control
270,control
271,control
272,control
273,control
274,eating disorder
275,control
276,eating disorder
277,control
278,control
279,eating disorder
280,suicidal
281,control
282,anxiety
283,control
284,control
285,control
286,control
287,bipolar
288,control
289,control
290,control
291,bipolar
292,control
293,control
294,control
295,control
296,control
297,control
298,control
299,control
300,control
301,control
302,control
303,control
304,control
305,control
306,control
307,control
308,control
309,schizophrenia
310,control
311,control
312,schizophrenia
313,schizophrenia
314,control
315,control
316,control
317,control
318,control
319,control
320,control
321,control
322,control
323,control
324,control
325,bipolar
326,control
327,control
328,control
329,control
330,control
331,bipolar
332,control
333,control
334,control
335,control
336,control
337,control
338,bipolar
339,PTSD
340,control
341,control
342,control
343,bipolar
344,control
345,control
346,control
347,control
348,bipolar
349,bipolar
350,control
351,bipolar
352,control
353,control
354,control
355,control
356,eating disorder
357,control
358,control
359,control
360,bipolar
361,control
362,bipolar
363,control
364,bipolar
365,control
366,control
367,control
368,control
369,control
370,control
371,control
372,bipolar
373,bipolar
374,control
375,control
376,anxiety
377,control
378,control
379,control
380,control
381,control
382,control
383,control
384,control
385,control
386,control
387,control
388,control
389,control
390,control
391,control
392,control
393,control
394,control
395,control
396,control
397,bipolar
398,schizophrenia
399,control
400,control
401,control
402,anxiety
403,anxiety
404,control
405,bipolar
406,control
407,control
408,eating disorder
409,bipolar
410,control
411,PTSD
412,bipolar
413,control
414,control
415,control
416,control
417,schizophrenia
418,control
419,control
420,control
421,control
422,PTSD
423,suicidal
424,control
425,control
426,control
427,suicidal
428,schizophrenia
429,control
430,control
431,control
432,control
433,control
434,control
435,bipolar
436,control
437,control
438,control
439,control
440,bipolar
441,control
442,control
443,control
444,control
445,control
446,control
447,control
448,control
449,control
450,control
451,control
452,control
453,control
454,control
455,control
456,bipolar
457,control
458,control
459,control
460,control
461,bipolar
462,eating disorder
463,control
464,eating disorder
465,control
466,control
467,control
468,control
469,control
470,control
471,control
472,control
473,control
474,control
475,control
476,control
477,control
478,control
479,bipolar
480,bipolar
481,control
482,bipolar
483,control
484,anxiety
485,schizophrenia
486,control
487,control
488,control
489,control
490,eating disorder
491,control
492,PTSD
493,control
494,control
495,control
496,control
497,control
498,control
499,bipolar
500,control
501,control
502,schizophrenia
503,bipolar
504,control
505,control
506,control
507,control
508,control
509,control
510,control
511,control
512,control
513,control
514,bipolar
515,control
516,control
517,control
518,control
519,bipolar
520,control
521,control
522,control
523,bipolar
524,control
525,control
526,PTSD
527,bipolar
528,control
529,control
530,control
531,control
532,control
533,schizophrenia
534,control
535,control
536,suicidal
537,control
538,control
539,bipolar
540,control
541,bipolar
542,control
543,control
544,control
545,control
546,control
547,control
548,bipolar
549,control
550,schizophrenia
551,anxiety
552,control
553,control
554,control
555,control
556,bipolar
557,control
558,depression
559,bipolar
560,control
561,control
562,control
563,control
564,schizophrenia
565,eating disorder
566,control
567,control
568,control
569,control
570,control
571,control
572,control
573,control
574,control
575,control
576,control
577,control
578,schizophrenia
579,control
580,bipolar
581,control
582,control
583,control
584,control
585,control
586,control
587,control
588,control
589,control
590,control
591,eating disorder
592,control
593,control
594,control
595,control
596,bipolar
597,bipolar
598,control
599,control
600,control
601,control
602,control
603,control
604,control
605,control
606,anxiety
607,control
608,control
609,bipolar
610,control
611,bipolar
612,control
613,control
614,control
615,control
616,control
617,control
618,control
619,bipolar
620,control
621,control
622,control
623,control
