,Predicted
0,PTSD
1,PTSD
2,bipolar
3,PTSD
4,depression
5,PTSD
6,control
7,PTSD
8,depression
9,PTSD
10,control
11,control
12,control
13,depression
14,depression
15,depression
16,eating disorder
17,PTSD
18,depression
19,eating disorder
20,eating disorder
21,suicidal
22,PTSD
23,eating disorder
24,PTSD
25,depression
26,PTSD
27,PTSD
28,eating disorder
29,bipolar
30,PTSD
31,PTSD
32,depression
33,eating disorder
34,control
35,PTSD
36,anxiety
37,depression
38,bipolar
39,anxiety
40,control
41,depression
42,depression
43,PTSD
44,depression
45,depression
46,control
47,PTSD
48,depression
49,suicidal
50,schizophrenia
51,eating disorder
52,PTSD
53,anxiety
54,PTSD
55,depression
56,PTSD
57,schizophrenia
58,depression
59,schizophrenia
60,eating disorder
61,depression
62,suicidal
63,schizophrenia
64,eating disorder
65,control
66,PTSD
67,eating disorder
68,control
69,depression
70,schizophrenia
71,bipolar
72,suicidal
73,bipolar
74,anxiety
75,PTSD
76,suicidal
77,depression
78,PTSD
79,bipolar
80,eating disorder
81,depression
82,PTSD
83,depression
84,control
85,anxiety
86,schizophrenia
87,bipolar
88,schizophrenia
89,bipolar
90,suicidal
91,eating disorder
92,suicidal
93,PTSD
94,eating disorder
95,schizophrenia
96,eating disorder
97,suicidal
98,eating disorder
99,depression
100,bipolar
101,PTSD
102,eating disorder
103,eating disorder
104,depression
105,depression
106,anxiety
107,PTSD
108,PTSD
109,PTSD
110,schizophrenia
111,eating disorder
112,anxiety
113,eating disorder
114,PTSD
115,schizophrenia
116,depression
117,PTSD
118,control
119,depression
120,PTSD
121,control
122,bipolar
123,eating disorder
124,schizophrenia
125,control
126,depression
127,control
128,PTSD
129,PTSD
130,control
131,control
132,suicidal
133,suicidal
134,depression
135,schizophrenia
136,depression
137,PTSD
138,depression
139,anxiety
140,schizophrenia
141,PTSD
142,PTSD
143,control
144,anxiety
145,PTSD
146,depression
147,eating disorder
148,suicidal
149,depression
150,PTSD
151,eating disorder
152,depression
153,suicidal
154,depression
155,schizophrenia
156,PTSD
157,schizophrenia
158,eating disorder
159,anxiety
160,bipolar
161,bipolar
162,schizophrenia
163,depression
164,depression
165,PTSD
166,PTSD
167,depression
168,schizophrenia
169,PTSD
170,depression
171,eating disorder
172,control
173,schizophrenia
174,depression
175,depression
176,eating disorder
177,PTSD
178,PTSD
179,bipolar
180,depression
181,schizophrenia
182,anxiety
183,depression
184,depression
185,PTSD
186,suicidal
187,PTSD
188,schizophrenia
189,PTSD
190,control
191,control
192,control
193,depression
194,anxiety
195,bipolar
196,bipolar
197,PTSD
198,PTSD
199,PTSD
200,PTSD
201,control
202,suicidal
203,schizophrenia
204,PTSD
205,anxiety
206,depression
207,depression
208,bipolar
209,depression
210,PTSD
211,anxiety
212,bipolar
213,PTSD
214,depression
215,schizophrenia
216,depression
217,PTSD
218,PTSD
219,control
220,anxiety
221,suicidal
222,bipolar
223,depression
224,eating disorder
225,PTSD
226,depression
227,eating disorder
228,PTSD
229,control
230,schizophrenia
231,bipolar
232,PTSD
233,PTSD
234,control
235,bipolar
236,schizophrenia
237,bipolar
238,bipolar
239,suicidal
240,PTSD
241,depression
242,PTSD
243,suicidal
244,suicidal
245,schizophrenia
246,eating disorder
247,depression
248,PTSD
249,PTSD
250,control
251,anxiety
252,depression
253,PTSD
254,control
255,schizophrenia
256,control
257,schizophrenia
258,eating disorder
259,schizophrenia
260,schizophrenia
261,schizophrenia
262,depression
263,depression
264,eating disorder
265,schizophrenia
266,eating disorder
267,bipolar
268,depression
269,control
270,eating disorder
271,depression
272,suicidal
273,control
274,eating disorder
275,suicidal
276,eating disorder
277,control
278,anxiety
279,eating disorder
280,suicidal
281,bipolar
282,anxiety
283,depression
284,PTSD
285,depression
286,PTSD
287,bipolar
288,eating disorder
289,control
290,eating disorder
291,bipolar
292,control
293,suicidal
294,suicidal
295,PTSD
296,schizophrenia
297,control
298,anxiety
299,eating disorder
300,anxiety
301,PTSD
302,PTSD
303,schizophrenia
304,depression
305,PTSD
306,control
307,control
308,PTSD
309,schizophrenia
310,depression
311,anxiety
312,schizophrenia
313,schizophrenia
314,suicidal
315,PTSD
316,PTSD
317,depression
318,eating disorder
319,suicidal
320,suicidal
321,depression
322,bipolar
323,eating disorder
324,PTSD
325,bipolar
326,depression
327,depression
328,depression
329,anxiety
330,control
331,PTSD
332,schizophrenia
333,control
334,anxiety
335,depression
336,depression
337,depression
338,PTSD
339,PTSD
340,PTSD
341,depression
342,depression
343,bipolar
344,depression
345,PTSD
346,depression
347,depression
348,depression
349,depression
350,PTSD
351,depression
352,PTSD
353,schizophrenia
354,anxiety
355,suicidal
356,eating disorder
357,eating disorder
358,PTSD
359,control
360,bipolar
361,PTSD
362,schizophrenia
363,PTSD
364,bipolar
365,bipolar
366,eating disorder
367,control
368,PTSD
369,control
370,depression
371,depression
372,bipolar
373,bipolar
374,PTSD
375,schizophrenia
376,anxiety
377,depression
378,depression
379,depression
380,PTSD
381,anxiety
382,PTSD
383,suicidal
384,eating disorder
385,schizophrenia
386,control
387,depression
388,eating disorder
389,PTSD
390,control
391,suicidal
392,eating disorder
393,PTSD
394,PTSD
395,PTSD
396,PTSD
397,schizophrenia
398,schizophrenia
399,depression
400,suicidal
401,depression
402,anxiety
403,anxiety
404,control
405,bipolar
406,depression
407,suicidal
408,eating disorder
409,suicidal
410,control
411,schizophrenia
412,depression
413,depression
414,PTSD
415,PTSD
416,suicidal
417,schizophrenia
418,PTSD
419,PTSD
420,suicidal
421,eating disorder
422,PTSD
423,suicidal
424,PTSD
425,PTSD
426,eating disorder
427,depression
428,schizophrenia
429,control
430,control
431,depression
432,control
433,bipolar
434,control
435,bipolar
436,depression
437,PTSD
438,PTSD
439,PTSD
440,bipolar
441,control
442,eating disorder
443,control
444,anxiety
445,depression
446,depression
447,bipolar
448,suicidal
449,anxiety
450,depression
451,depression
452,suicidal
453,PTSD
454,depression
455,anxiety
456,bipolar
457,depression
458,suicidal
459,depression
460,eating disorder
461,anxiety
462,eating disorder
463,depression
464,eating disorder
465,eating disorder
466,PTSD
467,anxiety
468,PTSD
469,depression
470,control
471,depression
472,PTSD
473,suicidal
474,depression
475,PTSD
476,depression
477,bipolar
478,depression
479,schizophrenia
480,PTSD
481,depression
482,bipolar
483,depression
484,anxiety
485,schizophrenia
486,depression
487,control
488,depression
489,anxiety
490,eating disorder
491,depression
492,PTSD
493,control
494,PTSD
495,eating disorder
496,PTSD
497,depression
498,eating disorder
499,depression
500,PTSD
501,eating disorder
502,schizophrenia
503,PTSD
504,eating disorder
505,depression
506,control
507,depression
508,suicidal
509,depression
510,PTSD
511,depression
512,schizophrenia
513,depression
514,PTSD
515,PTSD
516,PTSD
517,PTSD
518,PTSD
519,depression
520,depression
521,depression
522,eating disorder
523,bipolar
524,depression
525,depression
526,PTSD
527,PTSD
528,anxiety
529,depression
530,depression
531,PTSD
532,anxiety
533,schizophrenia
534,schizophrenia
535,control
536,suicidal
537,depression
538,PTSD
539,bipolar
540,eating disorder
541,schizophrenia
542,eating disorder
543,PTSD
544,depression
545,PTSD
546,control
547,eating disorder
548,depression
549,suicidal
550,schizophrenia
551,anxiety
552,bipolar
553,anxiety
554,PTSD
555,schizophrenia
556,bipolar
557,depression
558,depression
559,bipolar
560,eating disorder
561,PTSD
562,depression
563,PTSD
564,schizophrenia
565,eating disorder
566,suicidal
567,anxiety
568,depression
569,depression
570,suicidal
571,bipolar
572,control
573,PTSD
574,depression
575,depression
576,depression
577,depression
578,schizophrenia
579,control
580,PTSD
581,depression
582,bipolar
583,eating disorder
584,PTSD
585,depression
586,suicidal
587,bipolar
588,eating disorder
589,eating disorder
590,control
591,eating disorder
592,anxiety
593,control
594,anxiety
595,depression
596,depression
597,bipolar
598,depression
599,eating disorder
600,schizophrenia
601,control
602,PTSD
603,depression
604,control
605,bipolar
606,anxiety
607,control
608,PTSD
609,bipolar
610,depression
611,eating disorder
612,PTSD
613,PTSD
614,depression
615,depression
616,control
617,control
618,PTSD
619,bipolar
620,depression
621,PTSD
622,control
623,suicidal
624,depression
625,schizophrenia
626,eating disorder
627,bipolar
628,PTSD
629,anxiety
630,suicidal
631,eating disorder
632,anxiety
633,suicidal
634,PTSD
635,suicidal
636,depression
637,control
638,suicidal
639,bipolar
640,PTSD
641,schizophrenia
642,depression
643,anxiety
644,eating disorder
645,schizophrenia
646,anxiety
647,suicidal
648,PTSD
649,eating disorder
650,PTSD
651,schizophrenia
652,control
653,depression
654,depression
655,PTSD
656,PTSD
657,depression
658,PTSD
659,eating disorder
660,eating disorder
661,control
662,anxiety
663,eating disorder
664,depression
665,depression
666,eating disorder
667,schizophrenia
668,PTSD
669,control
670,suicidal
671,anxiety
672,bipolar
673,bipolar
674,PTSD
675,control
676,schizophrenia
677,eating disorder
678,depression
679,eating disorder
680,control
681,eating disorder
682,suicidal
683,anxiety
684,PTSD
685,suicidal
686,PTSD
687,eating disorder
688,depression
689,schizophrenia
690,PTSD
691,PTSD
692,control
693,eating disorder
694,suicidal
695,PTSD
696,suicidal
697,PTSD
698,PTSD
