,Predicted
0,bipolar
1,bipolar
2,control
3,bipolar
4,bipolar
5,bipolar
6,control
7,bipolar
8,suicidal
9,PTSD
10,control
11,control
12,control
13,bipolar
14,control
15,bipolar
16,eating disorder
17,bipolar
18,bipolar
19,eating disorder
20,PTSD
21,suicidal
22,PTSD
23,control
24,bipolar
25,bipolar
26,control
27,control
28,eating disorder
29,bipolar
30,bipolar
31,control
32,control
33,schizophrenia
34,control
35,control
36,control
37,control
38,bipolar
39,bipolar
40,control
41,bipolar
42,bipolar
43,PTSD
44,depression
45,bipolar
46,control
47,schizophrenia
48,bipolar
49,bipolar
50,bipolar
51,eating disorder
52,control
53,anxiety
54,bipolar
55,bipolar
56,bipolar
57,control
58,bipolar
59,schizophrenia
60,eating disorder
61,control
62,suicidal
63,control
64,eating disorder
65,control
66,PTSD
67,eating disorder
68,control
69,control
70,schizophrenia
71,bipolar
72,suicidal
73,bipolar
74,PTSD
75,anxiety
76,control
77,control
78,control
79,bipolar
80,control
81,control
82,PTSD
83,bipolar
84,control
85,suicidal
86,bipolar
87,bipolar
88,schizophrenia
89,bipolar
90,bipolar
91,control
92,bipolar
93,control
94,eating disorder
95,schizophrenia
96,eating disorder
97,control
98,eating disorder
99,bipolar
100,schizophrenia
101,control
102,bipolar
103,eating disorder
104,control
105,bipolar
106,control
107,PTSD
108,PTSD
109,schizophrenia
110,schizophrenia
111,bipolar
112,anxiety
113,eating disorder
114,control
115,schizophrenia
116,bipolar
117,bipolar
118,control
119,control
120,control
121,control
122,bipolar
123,schizophrenia
124,bipolar
125,control
126,bipolar
127,control
128,control
129,control
130,control
131,control
132,suicidal
133,suicidal
134,bipolar
135,schizophrenia
136,control
137,bipolar
138,depression
139,control
140,schizophrenia
141,control
142,anxiety
143,control
144,anxiety
145,PTSD
146,bipolar
147,eating disorder
148,control
149,suicidal
150,control
151,eating disorder
152,bipolar
153,control
154,bipolar
155,PTSD
156,control
157,control
158,eating disorder
159,control
160,bipolar
161,bipolar
162,schizophrenia
163,bipolar
164,bipolar
165,PTSD
166,PTSD
167,control
168,control
169,control
170,control
171,eating disorder
172,control
173,bipolar
174,bipolar
175,control
176,eating disorder
177,control
178,bipolar
179,bipolar
180,bipolar
181,bipolar
182,anxiety
183,bipolar
184,bipolar
185,anxiety
186,suicidal
187,PTSD
188,bipolar
189,bipolar
190,control
191,control
192,control
193,PTSD
194,anxiety
195,bipolar
196,bipolar
197,PTSD
198,PTSD
199,control
200,control
201,control
202,control
203,schizophrenia
204,bipolar
205,bipolar
206,control
207,control
208,bipolar
209,bipolar
210,PTSD
211,anxiety
212,bipolar
213,PTSD
214,control
215,schizophrenia
216,control
217,bipolar
218,control
219,control
220,anxiety
221,bipolar
222,bipolar
223,depression
224,bipolar
225,control
226,control
227,eating disorder
228,control
229,control
230,schizophrenia
231,bipolar
232,bipolar
233,control
234,control
235,control
236,bipolar
237,bipolar
238,control
239,control
240,bipolar
241,control
242,PTSD
243,depression
244,bipolar
245,PTSD
246,control
247,bipolar
248,bipolar
249,PTSD
250,control
251,anxiety
252,bipolar
253,PTSD
254,control
255,control
256,control
257,bipolar
258,bipolar
259,PTSD
260,bipolar
261,schizophrenia
262,bipolar
263,bipolar
264,eating disorder
265,schizophrenia
266,control
267,bipolar
268,bipolar
269,control
270,control
271,control
272,suicidal
273,control
274,eating disorder
275,bipolar
276,eating disorder
277,control
278,bipolar
279,eating disorder
280,suicidal
281,bipolar
282,anxiety
283,control
284,PTSD
285,anxiety
286,bipolar
287,bipolar
288,eating disorder
289,control
290,bipolar
291,bipolar
292,control
293,suicidal
294,control
295,PTSD
296,PTSD
297,control
298,anxiety
299,control
300,control
301,PTSD
302,bipolar
303,schizophrenia
304,suicidal
305,bipolar
306,control
307,control
308,control
309,schizophrenia
310,depression
311,anxiety
312,schizophrenia
313,schizophrenia
314,suicidal
315,bipolar
316,schizophrenia
317,anxiety
318,control
319,bipolar
320,control
321,control
322,control
323,bipolar
324,bipolar
325,bipolar
326,bipolar
327,bipolar
328,PTSD
329,anxiety
330,control
331,bipolar
332,schizophrenia
333,control
334,anxiety
335,control
336,bipolar
337,bipolar
338,bipolar
339,bipolar
340,control
341,bipolar
342,control
343,bipolar
344,bipolar
345,control
346,control
347,control
348,bipolar
349,bipolar
350,bipolar
351,bipolar
352,PTSD
353,control
354,control
355,PTSD
356,eating disorder
357,bipolar
358,bipolar
359,control
360,bipolar
361,bipolar
362,bipolar
363,bipolar
364,bipolar
365,anxiety
366,control
367,control
368,PTSD
369,control
370,control
371,control
372,bipolar
373,bipolar
374,control
375,bipolar
376,anxiety
377,bipolar
378,control
379,bipolar
380,control
381,control
382,control
383,control
384,control
385,control
386,control
387,bipolar
388,control
389,PTSD
390,control
391,control
392,control
393,bipolar
394,bipolar
395,PTSD
396,bipolar
397,bipolar
398,schizophrenia
399,depression
400,control
401,bipolar
402,anxiety
403,anxiety
404,control
405,bipolar
406,bipolar
407,control
408,eating disorder
409,suicidal
410,control
411,PTSD
412,bipolar
413,bipolar
414,control
415,PTSD
416,suicidal
417,schizophrenia
418,control
419,bipolar
420,suicidal
421,control
422,PTSD
423,suicidal
424,schizophrenia
425,control
426,bipolar
427,control
428,schizophrenia
429,control
430,control
431,bipolar
432,control
433,control
434,control
435,bipolar
436,bipolar
437,PTSD
438,control
439,bipolar
440,bipolar
441,control
442,control
443,control
444,control
445,control
446,bipolar
447,control
448,control
449,control
450,bipolar
451,control
452,suicidal
453,control
454,control
455,anxiety
456,bipolar
457,bipolar
458,control
459,control
460,control
461,anxiety
462,eating disorder
463,bipolar
464,eating disorder
465,control
466,PTSD
467,control
468,bipolar
469,bipolar
470,control
471,bipolar
472,bipolar
473,control
474,bipolar
475,bipolar
476,bipolar
477,bipolar
478,depression
479,bipolar
480,bipolar
481,bipolar
482,bipolar
483,control
484,anxiety
485,schizophrenia
486,depression
487,bipolar
488,bipolar
489,anxiety
490,eating disorder
491,control
492,PTSD
493,control
494,PTSD
495,eating disorder
496,bipolar
497,control
498,control
499,bipolar
500,PTSD
501,control
502,schizophrenia
503,bipolar
504,control
505,bipolar
506,control
507,control
508,control
509,control
510,PTSD
511,control
512,schizophrenia
513,control
514,PTSD
515,control
516,PTSD
517,anxiety
518,PTSD
519,bipolar
520,control
521,bipolar
522,eating disorder
523,bipolar
524,control
525,bipolar
526,PTSD
527,PTSD
528,anxiety
529,bipolar
530,control
531,control
532,bipolar
533,schizophrenia
534,bipolar
