,Predicted
0,control
1,control
2,control
3,control
4,control
5,control
6,control
7,control
8,control
9,control
10,control
11,control
12,control
13,control
14,control
15,control
16,control
17,control
18,control
19,control
20,control
21,control
22,control
23,control
24,control
25,control
26,control
27,control
28,control
29,control
30,control
31,control
32,control
33,control
34,control
35,control
36,control
37,control
38,control
39,control
40,control
41,control
42,control
43,control
44,control
45,control
46,control
47,control
48,control
49,control
50,control
51,control
52,control
53,control
54,control
55,control
56,control
57,control
58,control
59,control
60,control
61,control
62,control
63,control
64,control
65,control
66,control
67,control
68,control
69,control
70,schizophrenia
71,control
72,control
73,control
74,control
75,control
76,control
77,control
78,control
79,control
80,control
81,control
82,control
83,control
84,control
85,control
86,control
87,control
88,control
89,control
90,control
91,control
92,control
93,control
94,control
95,schizophrenia
96,control
97,control
98,control
99,control
100,control
101,control
102,control
103,control
104,control
105,control
106,control
107,control
108,control
109,control
110,control
111,control
112,control
113,control
114,control
115,control
116,control
117,control
118,control
119,control
120,control
121,control
122,control
123,control
124,control
125,control
126,control
127,control
128,control
129,control
130,control
131,control
132,control
133,control
134,control
135,control
136,control
137,control
138,control
139,control
140,control
141,control
142,control
143,control
144,control
145,control
146,control
147,control
148,control
149,control
150,control
151,control
152,control
153,control
154,control
155,control
156,control
157,control
158,control
159,control
160,control
161,control
162,control
163,control
164,control
165,control
166,control
167,control
168,control
169,control
170,control
171,control
172,control
173,control
174,control
175,control
176,control
177,control
178,control
179,control
180,control
181,control
182,control
183,control
184,control
185,control
186,control
187,control
188,control
189,control
190,control
191,control
192,control
193,control
194,control
195,control
196,control
197,control
198,control
199,control
200,control
201,control
202,control
203,control
204,control
205,control
206,control
207,control
208,control
209,control
210,control
211,control
212,control
213,control
214,control
215,control
216,control
217,control
218,control
219,control
220,control
221,control
222,control
223,control
224,control
225,control
226,control
227,control
228,control
229,control
230,schizophrenia
231,control
232,control
233,control
234,control
235,control
236,control
237,control
238,control
239,control
240,control
241,control
242,control
243,control
244,control
245,control
246,control
247,control
248,control
249,control
250,control
251,control
252,control
253,control
254,control
255,control
256,control
257,control
258,control
259,control
260,control
261,control
262,control
263,control
264,control
265,control
266,control
267,control
268,control
269,control
270,control
271,control
272,control
273,control
274,control
275,control
276,control
277,control
278,control
279,control
280,control
281,control
282,control
283,control
284,control
285,control
286,control
287,control
288,control
289,control
290,control
291,control
292,control
293,control
294,control
295,control
296,control
297,control
298,control
299,control
300,control
301,control
302,control
303,control
304,control
305,control
306,control
307,control
308,control
309,control
310,control
311,control
312,control
313,control
314,control
315,control
316,control
317,control
318,control
319,control
320,control
321,control
322,control
323,control
324,control
325,control
326,control
327,control
328,control
329,control
330,control
331,control
332,control
333,control
334,control
335,control
336,control
337,control
338,control
339,control
340,control
341,control
342,control
343,control
344,control
345,control
346,control
347,control
348,control
349,control
350,control
351,control
352,control
353,control
354,control
355,control
356,control
357,control
358,control
359,control
360,control
361,control
362,control
363,control
364,control
365,control
366,control
367,control
368,control
369,control
370,control
371,control
372,control
373,control
374,control
375,control
376,control
377,control
378,control
379,control
380,control
381,control
382,control
383,control
384,control
385,control
386,control
387,control
388,control
389,control
390,control
391,control
392,control
393,control
394,control
395,control
396,control
397,control
398,schizophrenia
399,control
400,control
401,control
402,control
403,control
404,control
405,control
406,control
407,control
408,control
409,control
410,control
411,control
412,control
413,control
414,control
415,control
416,control
417,schizophrenia
418,control
419,control
420,control
421,control
422,control
423,control
424,control
425,control
426,control
427,control
428,control
429,control
430,control
431,control
432,control
433,control
434,control
435,control
436,control
437,control
438,control
439,control
440,control
441,control
442,control
443,control
444,control
445,control
446,control
447,control
448,control
449,control
450,control
451,control
452,control
453,control
454,control
455,control
456,control
457,control
458,control
459,control
460,control
461,control
462,control
463,control
464,control
465,control
466,control
467,control
468,control
469,control
470,control
471,control
472,control
473,control
474,control
475,control
476,control
477,control
478,control
479,control
480,control
481,control
482,control
483,control
484,control
485,schizophrenia
486,control
487,control
488,control
489,control
490,control
491,control
492,control
493,control
494,control
495,control
496,control
497,control
498,control
499,control
500,control
501,control
502,schizophrenia
503,control
504,control
505,control
506,control
507,control
508,control
509,control
510,control
511,control
512,PTSD
513,control
514,control
515,control
516,control
517,control
518,control
519,control
520,control
521,control
522,control
523,control
524,control
525,control
526,control
527,control
528,control
529,control
530,control
531,control
532,control
533,control
534,control
535,control
536,control
537,control
538,control
539,control
540,control
541,control
542,control
543,control
544,control
545,control
546,control
547,control
548,control
549,control
550,control
551,control
552,control
553,control
554,control
555,control
556,control
557,control
558,control
559,control
560,control
561,control
562,control
563,control
564,control
565,control
566,control
567,control
568,control
569,control
570,control
571,control
572,control
573,control
574,control
575,control
576,control
577,control
578,schizophrenia
579,control
580,control
581,control
582,control
583,control
584,control
585,control
586,control
587,control
588,control
589,control
590,control
591,control
592,control
593,control
594,control
595,control
596,control
597,control
598,bipolar
599,control
600,control
601,control
602,control
603,control
604,control
605,control
606,control
607,control
608,control
609,control
610,control
611,control
612,control
613,control
614,control
615,control
616,control
617,control
618,control
619,control
620,control
621,control
622,control
623,control
624,control
625,control
626,control
627,control
628,control
629,control
630,control
631,control
632,control
633,control
634,control
635,control
636,control
637,control
638,control
639,control
640,control
641,control
642,control
643,control
644,control
645,control
646,control
647,control
648,control
649,control
650,control
651,control
652,control
653,control
654,control
655,control
656,control
657,control
658,control
659,control
660,control
661,control
662,control
663,control
664,control
665,control
666,control
667,control
668,control
669,control
670,control
671,control
672,control
673,control
674,control
675,control
676,control
677,control
678,control
679,control
680,control
681,control
682,bipolar
683,control
684,control
685,control
686,control
687,control
688,control
689,control
690,control
691,control
692,control
693,control
694,control
695,control
696,control
697,control
698,control
699,control
700,control
701,control
702,control
703,control
704,control
705,control
706,control
707,control
708,control
709,control
710,control
711,control
712,schizophrenia
713,control
714,control
715,control
716,control
717,control
718,control
719,control
720,control
721,control
722,control
723,control
724,control
725,control
726,control
727,control
728,control
729,control
730,control
731,control
732,control
733,control
734,control
735,control
736,control
737,control
738,control
739,control
740,control
741,control
742,control
743,control
744,control
745,control
746,control
747,control
748,control
749,control
750,control
751,control
752,control
753,control
754,control
755,control
756,control
757,control
758,control
759,control
760,control
761,control
762,control
763,control
764,control
765,control
766,control
767,control
768,control
769,control
770,control
771,control
772,control
773,control
774,control
775,control
776,control
777,control
778,control
779,control
780,control
781,control
782,control
783,control
784,control
785,control
786,control
787,control
788,control
789,control
790,control
791,control
792,control
793,control
794,control
795,control
796,control
797,control
798,control
799,control
800,control
801,control
802,control
803,control
804,control
805,control
806,control
807,control
808,control
809,control
810,control
811,control
812,control
813,control
814,control
815,control
816,control
817,control
818,control
819,control
820,control
821,control
822,control
823,control
824,control
825,control
826,control
827,control
828,control
829,control
830,control
831,control
832,control
833,control
834,control
835,control
836,control
837,control
838,control
839,control
840,control
841,control
842,control
843,control
844,control
845,control
846,control
847,control
848,control
849,control
850,control
851,control
852,control
853,control
854,control
855,control
856,control
857,control
858,control
859,control
860,control
861,control
862,control
863,control
864,control
865,control
866,control
867,control
