,Predicted
0,7
1,7
2,7
3,5
4,7
5,7
6,7
7,7
8,7
9,0
10,7
11,7
12,7
13,7
14,3
15,7
16,6
17,0
18,7
19,6
20,6
21,7
22,7
23,7
24,7
25,7
26,7
27,7
28,6
29,4
30,7
31,7
32,7
33,5
34,7
35,7
36,7
37,2
38,4
39,1
40,7
41,7
42,3
43,0
44,7
45,7
46,7
47,5
48,7
49,2
50,7
51,7
52,7
53,1
54,7
55,3
56,7
57,7
58,7
59,5
60,6
61,7
62,7
63,7
64,7
65,7
66,7
67,6
68,7
69,7
70,5
71,7
72,3
73,7
74,7
75,7
76,2
77,3
78,7
79,7
80,6
81,7
82,0
83,7
84,7
85,2
86,7
87,7
88,5
89,7
90,7
91,7
92,7
93,7
94,6
95,5
96,6
97,7
98,6
99,7
100,7
101,7
102,7
103,6
104,7
105,7
106,7
107,0
108,7
109,5
110,5
111,6
112,7
113,6
114,7
115,5
116,7
117,7
118,7
119,7
120,7
121,7
122,4
123,7
124,7
125,7
126,7
127,7
128,7
129,7
130,7
131,7
132,2
133,3
134,7
135,5
136,7
137,7
138,7
139,1
140,5
141,7
142,7
143,7
144,1
145,7
146,7
147,7
148,7
149,7
150,0
151,6
152,7
153,2
154,7
155,5
156,7
157,5
158,7
159,7
160,7
161,7
162,5
163,7
164,3
165,7
166,0
167,7
168,7
169,7
170,7
171,6
172,7
173,5
174,7
175,7
176,6
177,7
178,7
179,7
180,7
181,5
182,1
183,7
184,7
185,0
186,2
187,0
188,7
189,7
190,7
191,7
192,7
193,7
194,1
195,4
196,4
197,0
198,0
199,7
200,7
201,7
202,7
203,5
204,7
205,7
206,7
207,7
208,4
209,7
210,7
211,1
212,4
213,7
214,7
215,5
216,7
217,7
218,7
219,7
220,1
221,7
222,4
223,7
224,7
225,7
226,7
227,7
228,7
229,7
230,5
231,7
232,7
233,7
234,7
235,7
236,7
237,7
238,7
239,7
240,7
241,1
242,7
243,3
244,4
245,5
246,7
247,7
248,7
249,0
250,7
251,7
252,7
253,0
254,7
255,7
256,7
257,7
258,7
259,5
260,7
261,7
262,7
263,7
264,7
265,5
266,7
267,4
268,7
269,7
270,6
271,2
272,2
273,7
274,6
275,2
276,6
277,7
278,7
279,7
280,2
281,4
282,1
283,7
284,7
285,7
286,7
287,7
288,6
289,7
290,6
291,4
292,7
293,2
294,7
295,7
296,5
297,7
298,7
299,7
300,7
301,7
302,7
303,5
304,2
305,7
306,7
307,7
308,7
309,5
310,7
311,7
312,5
313,5
314,2
315,7
316,0
317,3
318,6
319,7
320,7
321,5
322,7
323,7
324,7
325,7
326,7
327,7
328,7
329,1
330,7
331,7
332,5
333,7
334,7
335,7
336,7
337,7
338,7
339,7
340,7
341,7
342,7
343,4
344,7
345,7
346,7
347,7
348,7
349,7
350,5
351,7
352,7
353,7
354,7
355,7
356,6
357,6
358,7
359,7
360,4
361,7
362,7
363,7
364,7
365,7
366,7
367,7
368,0
369,7
370,3
371,7
372,4
373,7
374,7
375,5
376,1
377,7
378,7
379,7
380,7
381,7
382,7
383,7
384,7
385,7
386,7
387,7
388,7
389,7
390,7
391,2
392,7
393,7
394,7
395,0
396,7
397,7
398,5
399,7
400,7
401,7
402,1
403,1
404,7
405,4
406,7
407,2
408,6
409,7
410,7
411,5
412,7
413,7
414,7
415,0
416,2
417,5
418,7
419,7
420,7
421,7
422,0
423,2
424,7
425,7
426,7
427,2
428,5
429,7
430,7
431,7
432,7
433,7
434,7
435,4
436,7
437,0
438,7
439,7
440,4
441,7
442,7
443,7
444,7
445,7
446,2
447,7
448,7
449,7
450,7
451,2
452,2
453,7
454,7
455,7
456,4
457,7
458,7
459,7
460,7
461,1
462,7
463,7
464,6
465,7
466,7
467,4
468,7
469,3
470,7
471,7
472,7
473,7
474,7
475,7
476,7
477,4
478,7
479,5
480,7
481,7
482,4
483,7
484,1
485,5
486,7
487,7
488,7
489,7
490,6
491,1
492,0
493,7
494,7
495,6
496,7
497,7
498,5
499,7
500,7
501,7
502,5
503,7
504,7
505,7
506,7
507,7
508,7
509,7
510,7
511,7
512,5
513,7
514,0
515,7
516,7
517,7
518,7
519,7
520,7
521,7
522,6
523,4
524,7
525,7
526,7
527,7
528,7
529,7
530,7
531,0
532,1
533,5
534,5
535,7
536,2
537,7
538,7
539,4
540,6
541,4
542,7
543,0
544,7
545,7
546,7
547,7
548,3
549,7
550,7
551,1
552,7
553,1
554,7
555,7
556,4
557,7
558,3
559,7
560,7
561,7
562,7
563,7
564,5
565,6
566,7
567,7
568,7
569,7
570,2
571,7
572,7
573,7
574,7
575,7
576,7
577,7
578,5
579,7
580,7
581,7
582,7
583,6
584,7
585,7
586,7
587,7
588,6
589,7
590,7
591,6
592,7
593,7
594,7
595,7
596,4
597,7
598,7
599,6
600,5
601,7
602,7
603,7
604,7
605,5
606,1
607,7
608,7
609,7
610,4
611,7
612,7
613,7
614,7
615,7
616,7
617,7
618,7
619,5
620,7
621,7
622,7
623,7
624,7
625,5
626,7
627,7
628,7
629,1
630,7
631,6
632,1
633,7
634,0
635,2
636,7
637,7
638,7
639,7
640,7
641,7
642,7
643,7
644,7
645,7
646,7
647,2
648,7
649,6
650,7
651,5
652,7
653,7
654,7
655,0
656,7
657,7
658,7
659,6
660,6
661,7
662,1
663,4
664,7
665,7
666,7
667,5
668,7
669,7
670,7
671,7
