,Predicted
0,0
1,6
2,1
3,5
4,3
5,3
6,7
7,1
8,2
9,0
10,3
11,7
12,3
13,3
14,3
15,1
16,6
17,0
18,0
19,6
20,6
21,2
22,4
23,3
24,3
25,0
26,4
27,1
28,6
29,5
30,5
31,3
32,3
33,6
34,7
35,6
36,1
37,3
38,4
39,1
40,7
41,3
42,2
43,0
44,2
45,1
46,1
47,5
48,4
49,0
50,4
51,6
52,3
53,1
54,0
55,2
56,3
57,4
58,1
59,5
60,6
61,0
62,2
63,0
64,6
65,7
66,0
67,6
68,7
69,4
70,5
71,4
72,2
73,7
74,0
75,2
76,2
77,3
78,0
79,3
80,6
81,1
82,0
83,2
84,7
85,2
86,0
87,5
88,5
89,4
90,2
91,6
92,2
93,0
94,6
95,5
96,6
97,3
98,6
99,3
100,4
101,3
102,6
103,6
104,3
105,0
106,4
107,3
108,0
109,5
110,4
111,6
112,1
113,6
114,0
115,6
116,0
117,4
118,3
119,2
120,0
121,2
122,4
123,5
124,4
125,7
126,0
127,7
128,4
129,0
130,5
131,7
132,2
133,2
134,3
135,1
136,2
137,2
138,3
139,1
140,5
141,3
142,4
143,7
144,1
145,0
146,1
147,6
148,2
149,2
150,0
151,6
152,2
153,1
154,0
155,4
156,3
157,4
158,4
159,0
160,4
161,1
162,5
163,4
164,3
165,0
166,0
167,3
168,4
169,0
170,4
171,6
172,7
173,4
174,5
175,2
176,6
177,0
178,0
179,4
180,3
181,5
182,1
183,4
184,3
185,1
186,2
187,0
188,0
189,3
190,7
191,7
192,5
193,0
194,1
195,4
196,4
197,0
198,0
199,0
200,1
201,7
202,2
203,4
204,0
205,1
206,3
207,2
208,4
209,3
210,4
211,1
212,4
213,5
214,3
215,5
216,1
217,3
218,0
219,7
220,1
221,2
222,4
223,3
224,6
225,5
226,3
227,6
228,0
229,4
230,5
231,4
232,1
233,2
234,7
235,2
236,0
237,4
238,4
239,2
240,0
241,1
242,0
243,3
244,2
245,5
246,6
247,1
248,1
249,0
250,7
251,1
252,4
253,0
254,7
255,2
256,5
257,0
258,6
259,5
260,4
261,4
262,4
263,1
264,6
265,5
266,7
267,4
268,4
269,7
270,0
271,2
272,2
273,7
274,6
275,2
276,6
277,7
278,1
279,6
280,1
281,4
282,1
283,4
284,0
285,1
286,4
287,4
288,6
289,7
290,3
291,4
292,5
293,2
294,2
295,0
296,0
297,7
298,1
299,6
300,6
301,0
302,0
303,0
304,2
305,3
306,3
307,7
308,3
309,5
310,3
311,1
312,0
313,5
314,2
315,0
316,0
317,3
318,5
319,3
320,1
321,2
322,4
323,6
324,4
325,1
326,3
327,1
328,2
329,1
330,4
331,4
332,5
333,4
334,1
335,0
336,4
337,3
338,0
339,0
340,1
341,2
342,2
343,4
344,3
345,4
346,0
347,0
348,3
349,4
350,3
351,2
352,3
353,6
354,3
355,3
356,6
357,6
358,0
359,7
360,4
361,3
362,4
363,0
364,4
365,2
366,2
367,0
368,0
369,5
370,3
371,2
372,4
373,4
374,0
375,0
376,1
377,3
378,2
379,3
380,3
381,3
382,3
383,5
384,6
385,0
386,1
387,2
388,3
389,2
390,1
391,2
392,0
393,2
394,1
395,0
396,0
397,1
398,5
399,2
400,2
401,2
402,1
403,1
404,5
405,4
406,3
407,2
408,6
409,2
410,7
411,0
412,1
413,0
414,0
415,0
416,2
417,5
418,0
419,3
420,2
421,6
422,0
423,2
424,3
425,0
426,4
427,2
428,5
429,7
430,0
431,1
432,7
433,4
434,7
435,4
436,4
437,0
438,4
439,0
440,4
441,7
442,6
443,7
444,2
445,0
446,2
447,3
448,2
449,0
450,6
451,2
452,0
453,4
454,0
455,1
456,4
457,1
458,1
459,3
460,6
461,1
462,6
463,1
464,6
465,3
466,3
467,4
