,Predicted
0,0
1,0
2,1
3,7
4,5
5,0
6,7
7,1
8,2
9,0
10,7
11,7
12,5
13,0
14,3
15,3
16,6
17,0
18,3
19,6
20,6
21,2
22,0
23,7
24,5
25,2
26,0
27,0
28,6
29,4
30,7
31,0
32,0
33,5
34,7
35,0
36,7
37,2
38,4
39,1
40,7
41,0
42,3
43,0
44,3
45,3
46,7
47,0
48,0
49,2
50,0
51,6
52,3
53,1
54,3
55,3
56,0
57,7
58,0
59,5
60,6
61,7
62,2
63,7
64,6
65,7
66,0
67,6
68,7
69,7
70,5
71,4
72,3
73,7
74,0
75,2
76,2
77,2
78,0
79,7
80,6
81,0
82,0
83,3
84,7
85,2
86,7
87,7
88,5
89,4
90,2
91,7
92,2
93,1
94,6
95,5
96,6
97,2
98,6
99,3
100,5
101,0
102,6
103,6
104,3
105,3
106,7
107,0
108,0
109,0
110,5
111,6
112,1
113,6
114,0
115,5
116,3
117,7
118,7
119,3
120,7
121,7
122,4
123,6
124,7
125,7
126,3
127,7
128,7
129,0
130,5
131,7
132,2
133,3
134,3
135,5
136,2
137,3
138,1
139,1
140,5
141,1
142,0
143,7
144,1
145,0
146,0
147,7
148,2
149,2
150,0
151,6
152,2
153,2
154,0
155,5
156,3
157,5
158,4
159,0
160,2
161,4
162,5
163,0
164,3
165,0
166,0
167,7
168,7
169,0
170,7
171,6
172,7
173,5
174,1
175,3
176,6
177,3
178,0
179,7
180,0
181,5
182,1
183,3
184,5
185,0
186,2
187,0
188,7
189,2
190,7
191,7
192,7
193,3
194,1
195,4
196,4
197,0
198,0
199,7
200,7
201,7
202,2
203,0
204,0
205,1
206,3
207,7
208,4
209,3
210,0
211,1
212,4
213,7
214,3
215,5
216,3
217,0
218,0
219,7
220,1
221,2
222,0
223,3
224,6
225,7
226,2
227,0
228,0
229,7
230,5
231,4
232,2
233,3
234,7
235,7
236,0
237,2
238,7
239,7
240,0
241,1
242,0
243,3
244,2
245,0
246,6
247,3
248,0
249,0
250,7
251,1
252,3
253,0
254,7
255,5
256,7
257,0
258,6
259,5
260,5
261,7
262,7
263,0
264,6
265,5
266,7
267,4
268,3
269,7
270,6
271,2
272,2
273,7
274,6
275,2
276,6
277,7
278,0
279,6
280,2
281,4
282,1
283,3
284,0
285,0
286,0
287,7
288,6
289,7
290,6
291,4
292,7
293,2
294,7
295,0
296,0
297,7
298,1
299,6
300,3
301,0
302,0
303,5
304,2
305,7
306,7
307,7
308,0
309,5
310,3
311,1
312,0
313,5
314,2
315,0
316,0
317,3
318,6
319,2
320,2
321,5
322,4
323,6
324,0
325,7
326,2
327,0
328,2
329,1
330,7
331,0
332,5
333,7
334,6
335,0
336,3
337,3
338,0
339,0
340,0
341,4
342,7
343,4
344,3
345,0
346,3
347,7
348,3
349,0
350,5
351,3
352,7
353,7
354,7
355,2
356,6
357,6
358,0
359,7
360,4
361,2
362,4
363,0
364,4
365,7
366,3
367,7
368,0
369,7
370,2
371,3
372,4
373,4
374,0
375,0
376,1
377,3
378,7
379,0
380,3
381,7
382,4
383,7
384,6
385,7
386,7
387,2
388,6
389,7
390,7
391,2
392,6
393,7
394,0
395,0
396,0
397,7
398,5
399,2
400,7
401,3
402,1
403,1
404,5
405,4
406,7
407,2
408,6
409,2
410,7
411,5
412,0
413,1
414,3
415,0
416,2
417,5
418,7
419,3
420,2
421,6
422,0
423,2
424,0
425,0
426,6
427,2
428,5
429,7
430,7
431,3
432,7
433,7
434,7
435,4
436,3
437,0
438,0
439,0
440,4
441,7
442,7
443,7
444,7
445,7
446,3
447,7
448,3
449,7
450,6
451,2
452,2
453,7
454,7
455,1
456,1
457,3
458,2
459,2
460,6
461,1
462,6
463,3
464,6
465,7
466,0
467,4
468,7
469,3
470,7
471,3
472,0
473,2
474,0
475,0
476,3
477,4
478,3
479,5
480,7
481,3
482,4
483,7
484,1
485,5
486,3
487,7
488,2
489,7
490,6
491,1
492,0
493,7
494,0
495,6
496,0
497,2
498,6
499,3
500,0
501,6
502,5
503,0
504,7
505,0
506,7
507,7
508,7
509,3
510,0
511,1
512,5
513,2
514,0
515,3
516,0
517,1
518,7
519,3
520,3
521,3
522,6
523,4
524,3
525,3
526,0
527,3
528,1
529,7
530,4
531,0
