,Predicted
0,7
1,4
2,4
3,0
4,4
5,7
6,7
7,1
8,4
9,0
10,4
11,7
12,3
13,4
14,3
15,3
16,6
17,0
18,3
19,6
20,6
21,2
22,4
23,4
24,3
25,3
26,3
27,1
28,6
29,4
30,3
31,3
32,3
33,2
34,7
35,6
36,3
37,3
38,0
39,1
40,7
41,4
42,2
43,0
44,4
45,1
46,7
47,2
48,4
49,0
50,4
51,6
52,5
53,1
54,4
55,3
56,4
57,4
58,4
59,4
60,6
61,4
62,2
63,0
64,6
65,7
66,1
67,6
68,7
69,4
70,4
71,4
72,2
73,7
74,3
75,2
76,2
77,0
78,3
79,2
80,3
81,5
82,0
83,2
84,4
85,2
86,0
87,4
88,0
89,4
90,2
91,6
92,2
93,4
94,4
95,4
96,6
97,3
98,6
99,4
100,4
101,4
102,6
103,6
104,4
105,3
106,1
107,0
108,0
109,2
110,3
111,3
112,4
113,6
114,4
115,4
116,4
117,4
118,4
119,3
120,3
121,2
122,2
123,4
124,4
125,7
126,4
127,7
128,4
129,4
130,4
131,7
132,2
133,2
134,3
135,1
136,4
137,2
138,3
139,1
140,5
141,5
142,1
143,7
144,1
145,1
146,1
147,3
148,2
149,2
150,0
151,4
152,3
153,2
154,0
155,4
156,3
157,2
158,3
159,4
160,4
161,4
162,4
163,4
164,4
165,0
166,4
167,3
168,4
169,0
170,3
171,6
172,4
173,4
174,4
175,1
176,6
177,4
178,1
179,2
180,4
181,1
182,1
183,4
184,3
185,1
186,2
187,0
188,4
189,2
190,4
191,7
192,4
193,4
194,1
195,4
196,4
197,0
198,4
199,3
200,3
201,4
202,3
203,4
204,0
205,4
206,3
207,2
208,4
209,2
210,3
211,1
212,4
213,3
214,1
215,0
216,4
217,0
218,3
219,4
220,1
221,4
222,3
223,3
224,6
225,4
226,2
227,6
228,0
229,3
230,4
231,4
232,1
233,3
234,7
235,2
236,0
237,4
238,4
239,3
240,5
241,1
242,0
243,3
244,3
245,0
246,5
247,4
248,1
249,0
250,4
251,1
252,2
253,0
254,7
255,3
256,5
257,0
258,5
259,2
260,4
261,4
262,5
263,1
264,6
265,5
266,4
267,4
268,5
269,2
270,0
271,2
272,3
273,7
274,6
275,2
276,6
277,4
278,1
279,6
280,1
281,4
282,1
283,4
284,5
285,4
286,2
287,4
288,6
289,7
290,4
291,5
292,4
293,2
294,2
295,4
296,3
297,7
298,4
299,5
300,6
301,4
302,0
303,0
304,4
305,3
306,7
307,4
308,3
309,0
310,4
311,3
312,4
313,4
314,2
315,3
316,0
317,0
318,6
319,3
320,4
321,4
322,0
323,4
324,3
325,4
326,3
327,4
328,2
329,1
330,4
331,0
332,3
333,4
334,4
335,0
336,0
337,4
338,1
339,4
340,0
