,Predicted
0,control
1,PTSD
2,PTSD
3,PTSD
4,bipolar
5,PTSD
6,control
7,bipolar
8,suicidal
9,PTSD
10,control
11,control
12,control
13,PTSD
14,depression
15,PTSD
16,eating disorder
17,PTSD
18,depression
19,eating disorder
20,eating disorder
21,suicidal
22,PTSD
23,control
24,control
25,suicidal
26,control
27,PTSD
28,eating disorder
29,bipolar
30,PTSD
31,PTSD
32,depression
33,schizophrenia
34,control
35,PTSD
36,control
37,suicidal
38,bipolar
39,anxiety
40,control
41,control
42,bipolar
43,PTSD
44,depression
45,depression
46,control
47,PTSD
48,PTSD
49,suicidal
50,schizophrenia
51,eating disorder
52,control
53,anxiety
54,bipolar
55,depression
56,control
57,control
58,control
59,schizophrenia
60,eating disorder
61,depression
62,suicidal
63,suicidal
64,eating disorder
65,control
66,PTSD
67,eating disorder
68,control
69,control
70,schizophrenia
71,bipolar
72,depression
73,control
74,PTSD
75,PTSD
76,suicidal
77,depression
78,PTSD
79,control
80,eating disorder
81,PTSD
82,PTSD
83,control
84,control
85,bipolar
86,control
87,bipolar
88,schizophrenia
89,schizophrenia
90,suicidal
91,control
92,suicidal
93,PTSD
94,eating disorder
95,schizophrenia
96,eating disorder
97,depression
98,eating disorder
99,depression
100,schizophrenia
101,PTSD
102,eating disorder
103,eating disorder
104,depression
105,PTSD
106,control
107,PTSD
108,PTSD
109,PTSD
110,schizophrenia
111,eating disorder
112,control
113,eating disorder
114,PTSD
115,schizophrenia
116,depression
117,control
118,control
119,depression
120,control
121,control
122,bipolar
123,eating disorder
124,schizophrenia
125,control
126,bipolar
127,control
128,control
129,PTSD
130,control
131,control
132,suicidal
133,suicidal
134,control
135,bipolar
136,control
137,control
138,anxiety
139,anxiety
140,schizophrenia
141,PTSD
142,PTSD
143,control
144,anxiety
145,PTSD
146,bipolar
147,eating disorder
148,suicidal
149,depression
150,PTSD
151,eating disorder
152,depression
153,suicidal
154,depression
155,schizophrenia
156,depression
157,schizophrenia
158,eating disorder
159,anxiety
160,control
161,bipolar
162,schizophrenia
163,depression
164,depression
165,PTSD
166,PTSD
167,control
168,control
169,PTSD
170,control
171,eating disorder
172,control
173,schizophrenia
174,depression
175,control
176,eating disorder
177,PTSD
178,bipolar
179,bipolar
180,depression
181,schizophrenia
182,anxiety
183,depression
184,control
185,PTSD
186,suicidal
187,PTSD
188,schizophrenia
189,PTSD
190,control
191,control
192,control
193,PTSD
194,anxiety
195,bipolar
196,bipolar
197,PTSD
198,PTSD
199,control
200,control
201,control
202,control
203,schizophrenia
204,control
205,control
206,control
207,control
208,bipolar
209,control
210,PTSD
211,anxiety
212,bipolar
213,PTSD
214,depression
215,schizophrenia
216,PTSD
217,anxiety
218,PTSD
219,control
220,anxiety
221,bipolar
222,bipolar
223,depression
224,eating disorder
225,control
226,PTSD
227,eating disorder
228,PTSD
229,control
230,schizophrenia
231,bipolar
232,control
233,PTSD
234,control
235,control
236,bipolar
237,control
238,control
239,suicidal
240,PTSD
241,bipolar
242,control
243,suicidal
244,suicidal
245,PTSD
246,control
247,bipolar
248,PTSD
249,PTSD
250,control
251,anxiety
252,control
253,PTSD
254,control
255,control
256,control
257,schizophrenia
258,control
259,PTSD
260,control
261,bipolar
262,depression
263,depression
264,eating disorder
265,schizophrenia
266,control
267,bipolar
268,depression
269,control
270,eating disorder
271,depression
272,suicidal
273,control
274,eating disorder
275,suicidal
276,eating disorder
277,control
278,anxiety
279,eating disorder
280,suicidal
281,bipolar
282,anxiety
283,depression
284,PTSD
285,control
286,PTSD
287,control
288,eating disorder
289,control
290,eating disorder
291,bipolar
292,control
293,suicidal
294,control
295,PTSD
296,schizophrenia
297,control
298,anxiety
299,eating disorder
300,control
301,PTSD
302,PTSD
303,PTSD
304,suicidal
305,control
306,control
307,control
308,control
309,schizophrenia
310,depression
311,anxiety
312,schizophrenia
313,schizophrenia
314,suicidal
315,control
316,control
317,depression
318,eating disorder
319,control
320,control
321,control
322,bipolar
323,eating disorder
324,PTSD
325,control
326,depression
327,bipolar
328,PTSD
329,anxiety
330,control
331,schizophrenia
332,schizophrenia
333,control
334,control
335,control
336,bipolar
337,control
338,PTSD
339,PTSD
340,PTSD
341,bipolar
342,control
343,bipolar
344,depression
345,control
346,depression
347,control
348,depression
349,bipolar
350,control
351,bipolar
352,PTSD
353,control
354,control
355,control
356,eating disorder
357,eating disorder
358,PTSD
359,control
360,bipolar
361,control
362,bipolar
363,control
364,bipolar
365,control
366,eating disorder
367,control
368,PTSD
369,control
370,depression
371,depression
372,bipolar
373,bipolar
374,PTSD
375,schizophrenia
376,anxiety
377,control
378,control
379,bipolar
380,depression
381,control
382,bipolar
383,control
384,eating disorder
385,control
386,control
387,depression
388,control
389,PTSD
390,control
391,suicidal
392,eating disorder
393,control
394,depression
395,PTSD
396,PTSD
397,control
398,schizophrenia
399,suicidal
400,control
401,depression
402,anxiety
403,anxiety
404,control
405,bipolar
406,depression
407,suicidal
408,eating disorder
409,suicidal
410,control
411,schizophrenia
412,bipolar
413,bipolar
414,PTSD
415,PTSD
416,suicidal
417,schizophrenia
418,PTSD
419,depression
420,control
421,eating disorder
422,PTSD
423,suicidal
424,PTSD
425,PTSD
426,control
427,suicidal
428,schizophrenia
429,control
430,control
431,control
432,control
433,control
434,control
435,bipolar
436,control
437,PTSD
438,depression
439,bipolar
440,bipolar
441,control
442,control
443,control
444,control
445,control
446,depression
447,control
448,depression
449,control
450,control
451,suicidal
452,suicidal
453,control
454,control
455,anxiety
456,bipolar
457,depression
458,control
459,depression
460,control
461,anxiety
462,eating disorder
463,depression
464,eating disorder
465,eating disorder
466,depression
467,control
468,control
469,depression
470,control
471,depression
472,bipolar
473,suicidal
474,control
475,bipolar
476,control
477,bipolar
478,depression
479,schizophrenia
480,control
481,bipolar
482,bipolar
483,control
484,anxiety
485,schizophrenia
486,control
487,control
488,suicidal
489,control
490,eating disorder
491,anxiety
492,PTSD
493,control
494,control
495,eating disorder
496,control
497,control
498,eating disorder
499,control
500,control
501,control
502,schizophrenia
503,PTSD
504,control
505,control
506,control
507,suicidal
508,control
509,depression
510,PTSD
511,control
512,schizophrenia
513,control
514,PTSD
515,PTSD
516,PTSD
517,anxiety
518,PTSD
519,bipolar
520,control
521,depression
522,eating disorder
523,bipolar
524,PTSD
525,depression
526,PTSD
527,bipolar
528,anxiety
529,control
530,bipolar
531,PTSD
532,anxiety
533,schizophrenia
534,schizophrenia
535,control
536,suicidal
537,schizophrenia
538,PTSD
539,bipolar
540,eating disorder
541,bipolar
542,control
543,PTSD
544,depression
545,PTSD
546,control
547,eating disorder
548,depression
549,control
550,control
551,anxiety
552,PTSD
553,anxiety
554,PTSD
555,schizophrenia
556,bipolar
557,control
558,depression
559,bipolar
560,control
561,PTSD
562,depression
563,PTSD
564,schizophrenia
565,eating disorder
566,control
567,bipolar
568,depression
569,depression
570,suicidal
571,control
572,control
573,control
574,control
575,depression
576,depression
577,control
578,schizophrenia
579,control
580,PTSD
581,depression
582,control
583,eating disorder
584,PTSD
585,bipolar
586,control
587,control
588,eating disorder
589,eating disorder
590,control
591,eating disorder
592,bipolar
593,control
594,bipolar
595,control
596,bipolar
597,bipolar
598,control
599,eating disorder
600,schizophrenia
601,control
602,PTSD
603,PTSD
604,control
605,anxiety
606,anxiety
607,control
608,PTSD
609,schizophrenia
610,control
611,bipolar
612,PTSD
613,bipolar
614,control
615,control
616,control
617,control
618,PTSD
619,bipolar
620,control
621,bipolar
622,control
623,control
624,suicidal
625,schizophrenia
626,control
627,control
628,schizophrenia
629,anxiety
630,PTSD
631,eating disorder
632,anxiety
633,control
634,PTSD
635,suicidal
636,control
637,control
638,suicidal
639,PTSD
640,control
641,schizophrenia
642,bipolar
643,bipolar
644,eating disorder
645,control
646,anxiety
647,suicidal
648,PTSD
649,eating disorder
650,PTSD
651,schizophrenia
652,control
653,control
654,depression
655,PTSD
656,PTSD
657,control
658,PTSD
659,eating disorder
660,eating disorder
661,control
662,anxiety
663,eating disorder
664,bipolar
665,depression
666,control
667,schizophrenia
668,bipolar
669,control
670,control
671,PTSD
672,control
673,bipolar
674,depression
675,control
676,schizophrenia
677,eating disorder
678,depression
679,eating disorder
680,control
681,eating disorder
682,suicidal
683,anxiety
684,PTSD
685,suicidal
686,control
687,eating disorder
688,control
689,schizophrenia
690,PTSD
691,PTSD
692,control
693,eating disorder
694,suicidal
695,control
696,depression
697,PTSD
698,PTSD
699,eating disorder
700,bipolar
701,schizophrenia
702,bipolar
703,PTSD
704,bipolar
705,control
706,eating disorder
707,control
708,eating disorder
709,PTSD
710,control
711,depression
712,schizophrenia
713,eating disorder
714,control
715,control
716,PTSD
717,control
718,bipolar
719,anxiety
720,bipolar
721,bipolar
722,eating disorder
723,depression
724,suicidal
725,bipolar
726,anxiety
727,suicidal
728,bipolar
729,bipolar
730,anxiety
731,PTSD
732,PTSD
733,anxiety
734,control
735,schizophrenia
736,control
737,bipolar
738,control
739,eating disorder
740,PTSD
741,schizophrenia
742,depression
743,control
744,bipolar
745,control
746,depression
747,bipolar
748,eating disorder
749,control
750,PTSD
751,bipolar
752,eating disorder
753,suicidal
754,bipolar
755,control
756,depression
757,anxiety
758,eating disorder
759,suicidal
760,bipolar
761,schizophrenia
762,schizophrenia
763,PTSD
764,depression
765,control
766,control
767,depression
768,PTSD
769,anxiety
770,control
771,control
772,anxiety
773,control
774,schizophrenia
775,control
776,PTSD
777,eating disorder
778,schizophrenia
779,PTSD
780,control
781,control
782,bipolar
783,eating disorder
784,control
785,depression
786,control
787,depression
788,anxiety
789,bipolar
790,suicidal
791,depression
792,control
793,control
794,eating disorder
795,control
796,PTSD
797,PTSD
798,eating disorder
799,bipolar
800,bipolar
801,control
802,PTSD
803,eating disorder
804,depression
805,PTSD
806,anxiety
807,control
808,depression
809,schizophrenia
810,schizophrenia
811,eating disorder
812,suicidal
813,eating disorder
814,anxiety
815,suicidal
816,schizophrenia
817,suicidal
818,control
819,control
820,PTSD
821,bipolar
822,suicidal
823,PTSD
824,depression
825,suicidal
826,depression
827,control
828,depression
829,PTSD
830,control
831,control
832,eating disorder
