,Predicted
0,PTSD
1,PTSD
2,PTSD
3,PTSD
4,depression
5,PTSD
6,control
7,anxiety
8,suicidal
9,PTSD
10,depression
11,control
12,suicidal
13,PTSD
14,depression
15,depression
16,eating disorder
17,PTSD
18,PTSD
19,eating disorder
20,eating disorder
21,suicidal
22,PTSD
23,eating disorder
24,PTSD
25,depression
26,PTSD
27,PTSD
28,eating disorder
29,bipolar
30,suicidal
31,PTSD
32,PTSD
33,bipolar
34,eating disorder
35,PTSD
36,control
37,suicidal
38,bipolar
39,anxiety
40,control
41,PTSD
42,depression
43,PTSD
44,depression
45,depression
46,control
47,PTSD
48,PTSD
49,suicidal
50,PTSD
51,eating disorder
52,PTSD
53,anxiety
54,PTSD
55,depression
56,PTSD
57,PTSD
58,depression
59,schizophrenia
60,eating disorder
61,PTSD
62,suicidal
63,suicidal
64,eating disorder
65,control
66,PTSD
67,eating disorder
68,control
69,depression
70,schizophrenia
71,bipolar
72,suicidal
73,PTSD
74,PTSD
75,PTSD
76,suicidal
77,depression
78,PTSD
79,PTSD
80,eating disorder
81,PTSD
82,PTSD
83,depression
84,control
85,suicidal
86,PTSD
87,depression
88,schizophrenia
89,bipolar
90,suicidal
91,eating disorder
92,suicidal
93,PTSD
94,eating disorder
95,schizophrenia
96,eating disorder
97,suicidal
98,eating disorder
99,PTSD
100,bipolar
101,PTSD
102,eating disorder
103,eating disorder
104,depression
105,PTSD
106,PTSD
107,PTSD
108,PTSD
109,PTSD
110,schizophrenia
111,eating disorder
112,anxiety
113,eating disorder
114,PTSD
115,eating disorder
116,PTSD
117,PTSD
118,control
119,depression
120,PTSD
121,depression
122,depression
123,eating disorder
124,PTSD
125,control
126,depression
127,control
128,PTSD
129,PTSD
130,control
131,control
132,suicidal
133,depression
134,depression
135,bipolar
136,suicidal
137,PTSD
138,PTSD
139,anxiety
140,schizophrenia
141,PTSD
142,PTSD
143,control
144,anxiety
145,PTSD
146,PTSD
147,PTSD
148,suicidal
149,depression
150,PTSD
151,eating disorder
152,PTSD
153,suicidal
154,depression
155,PTSD
156,depression
157,schizophrenia
158,eating disorder
159,anxiety
160,suicidal
161,PTSD
162,schizophrenia
163,depression
164,depression
165,PTSD
166,PTSD
167,depression
168,schizophrenia
169,PTSD
170,depression
171,eating disorder
172,control
173,eating disorder
174,PTSD
175,suicidal
176,eating disorder
177,PTSD
178,PTSD
179,depression
180,PTSD
181,PTSD
182,anxiety
183,PTSD
184,PTSD
185,PTSD
186,suicidal
187,PTSD
188,PTSD
189,suicidal
190,control
191,control
192,PTSD
193,depression
194,anxiety
195,bipolar
196,PTSD
197,PTSD
198,PTSD
199,PTSD
200,PTSD
201,control
202,depression
203,PTSD
204,PTSD
205,anxiety
206,depression
207,control
208,bipolar
209,depression
210,depression
211,anxiety
212,bipolar
213,PTSD
214,PTSD
215,schizophrenia
216,depression
217,PTSD
218,PTSD
219,control
220,anxiety
221,suicidal
222,bipolar
223,depression
224,eating disorder
225,PTSD
226,depression
227,eating disorder
228,PTSD
229,PTSD
230,schizophrenia
231,depression
232,PTSD
233,PTSD
234,depression
235,bipolar
236,PTSD
237,depression
238,depression
239,suicidal
240,PTSD
241,depression
242,PTSD
243,suicidal
244,suicidal
245,PTSD
246,eating disorder
247,PTSD
248,PTSD
249,PTSD
250,control
251,anxiety
252,depression
253,PTSD
254,control
255,bipolar
256,bipolar
257,PTSD
258,eating disorder
259,PTSD
260,PTSD
261,PTSD
262,depression
263,PTSD
264,eating disorder
265,schizophrenia
266,eating disorder
267,bipolar
268,depression
269,control
270,eating disorder
271,depression
272,suicidal
273,control
274,eating disorder
275,suicidal
276,eating disorder
277,control
278,PTSD
279,eating disorder
280,suicidal
281,PTSD
282,anxiety
283,depression
284,PTSD
285,PTSD
286,PTSD
287,bipolar
288,eating disorder
289,control
290,eating disorder
291,bipolar
292,control
293,suicidal
294,depression
295,PTSD
296,PTSD
297,control
298,anxiety
299,eating disorder
300,PTSD
301,PTSD
302,PTSD
303,PTSD
304,suicidal
305,eating disorder
306,depression
307,control
308,PTSD
309,schizophrenia
310,PTSD
311,anxiety
312,PTSD
313,schizophrenia
314,depression
315,PTSD
316,PTSD
317,depression
318,eating disorder
319,depression
320,suicidal
321,depression
322,bipolar
323,eating disorder
324,PTSD
325,bipolar
326,depression
327,PTSD
328,PTSD
329,anxiety
330,control
331,PTSD
332,schizophrenia
333,PTSD
334,anxiety
335,PTSD
336,depression
337,depression
338,PTSD
339,PTSD
340,PTSD
341,suicidal
342,depression
343,bipolar
344,depression
345,PTSD
346,depression
347,depression
348,depression
349,PTSD
350,PTSD
351,depression
352,PTSD
353,schizophrenia
354,anxiety
355,depression
356,eating disorder
357,eating disorder
358,PTSD
359,control
360,bipolar
361,PTSD
362,bipolar
363,PTSD
364,bipolar
365,bipolar
366,eating disorder
367,control
368,PTSD
369,control
370,depression
371,depression
372,bipolar
373,bipolar
374,PTSD
375,PTSD
376,anxiety
377,depression
378,depression
379,depression
380,PTSD
381,anxiety
382,eating disorder
383,suicidal
384,eating disorder
385,PTSD
386,suicidal
387,depression
388,eating disorder
389,PTSD
390,control
391,suicidal
392,eating disorder
393,depression
394,PTSD
395,PTSD
396,PTSD
397,schizophrenia
398,schizophrenia
399,depression
400,depression
401,depression
402,anxiety
403,anxiety
404,control
405,PTSD
406,PTSD
407,suicidal
408,eating disorder
409,suicidal
410,control
411,PTSD
412,PTSD
413,anxiety
414,PTSD
415,PTSD
416,suicidal
417,schizophrenia
418,PTSD
419,PTSD
420,suicidal
421,eating disorder
422,PTSD
423,suicidal
424,PTSD
425,PTSD
426,depression
427,depression
428,schizophrenia
429,control
430,control
431,depression
432,control
433,depression
434,control
435,bipolar
436,depression
437,PTSD
438,depression
439,PTSD
440,bipolar
441,control
442,eating disorder
443,bipolar
444,depression
445,depression
446,depression
447,depression
448,depression
449,PTSD
450,PTSD
451,suicidal
452,suicidal
453,PTSD
454,depression
455,anxiety
456,bipolar
457,depression
458,suicidal
459,depression
460,depression
461,anxiety
462,eating disorder
463,depression
464,eating disorder
465,eating disorder
466,PTSD
467,bipolar
468,PTSD
469,depression
470,control
471,depression
472,PTSD
473,suicidal
474,PTSD
475,PTSD
476,depression
477,bipolar
478,depression
479,PTSD
480,depression
481,PTSD
482,depression
483,depression
484,anxiety
485,schizophrenia
486,suicidal
487,control
488,depression
489,anxiety
490,eating disorder
491,suicidal
492,PTSD
493,control
494,depression
495,eating disorder
496,PTSD
497,depression
498,eating disorder
499,PTSD
500,PTSD
501,eating disorder
502,schizophrenia
503,PTSD
504,eating disorder
505,PTSD
506,control
507,depression
508,suicidal
509,depression
510,PTSD
511,anxiety
512,PTSD
513,depression
514,PTSD
515,PTSD
516,PTSD
517,PTSD
518,PTSD
519,depression
520,depression
521,depression
522,eating disorder
523,bipolar
524,depression
525,depression
526,PTSD
527,PTSD
528,anxiety
529,depression
530,depression
531,PTSD
532,anxiety
533,schizophrenia
534,eating disorder
535,control
536,suicidal
537,depression
538,PTSD
539,bipolar
540,eating disorder
541,bipolar
542,PTSD
543,PTSD
544,PTSD
545,PTSD
546,depression
547,eating disorder
548,depression
549,suicidal
550,PTSD
551,anxiety
552,depression
553,PTSD
554,PTSD
555,schizophrenia
556,bipolar
557,depression
558,depression
559,bipolar
560,eating disorder
561,PTSD
562,suicidal
563,PTSD
564,bipolar
565,eating disorder
566,PTSD
567,PTSD
568,depression
569,depression
570,suicidal
571,PTSD
572,control
573,PTSD
574,depression
575,suicidal
576,depression
577,depression
578,schizophrenia
579,control
580,PTSD
581,depression
582,PTSD
583,eating disorder
584,depression
585,depression
586,suicidal
587,PTSD
588,eating disorder
589,eating disorder
590,depression
591,eating disorder
592,anxiety
593,control
594,PTSD
595,control
596,depression
597,bipolar
598,PTSD
599,eating disorder
600,schizophrenia
601,control
602,PTSD
603,PTSD
604,control
605,bipolar
606,anxiety
607,control
608,PTSD
609,bipolar
610,depression
611,eating disorder
612,PTSD
613,PTSD
614,depression
615,PTSD
616,control
617,control
618,PTSD
619,bipolar
620,PTSD
621,depression
622,PTSD
623,suicidal
624,suicidal
625,PTSD
626,depression
627,PTSD
628,PTSD
629,anxiety
630,PTSD
631,eating disorder
632,PTSD
633,suicidal
634,PTSD
635,suicidal
636,depression
637,PTSD
638,suicidal
639,bipolar
640,PTSD
641,PTSD
642,depression
643,bipolar
644,eating disorder
645,schizophrenia
646,anxiety
647,suicidal
648,PTSD
649,eating disorder
650,PTSD
651,schizophrenia
652,control
653,depression
654,PTSD
655,PTSD
656,PTSD
657,depression
658,PTSD
659,eating disorder
660,eating disorder
661,control
662,anxiety
663,eating disorder
664,PTSD
665,depression
666,eating disorder
667,PTSD
668,bipolar
669,PTSD
670,suicidal
671,PTSD
672,suicidal
673,suicidal
674,depression
675,control
676,schizophrenia
677,eating disorder
678,depression
679,eating disorder
680,control
681,eating disorder
682,suicidal
683,anxiety
684,PTSD
685,suicidal
686,PTSD
687,eating disorder
688,depression
689,suicidal
690,PTSD
691,PTSD
692,control
693,eating disorder
694,suicidal
695,depression
696,depression
697,PTSD
698,PTSD
